t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
"fantastic day ! fit went 140 characters , thrilled !",happiness,10,0.0,0.1,0,1.0,0.0,1.0,0.0
"parents leaving , week chaos",happiness,5,0.0,0.0,0,0.0,0.0,1.0,1.0
Today hot boy bus .,sadness,5,0.0,0.2,0,0.0,0.0,1.0,0.0
week guaranteed wild . started 12:01 . m . realized half - hour special deleted .,happiness,16,0.0,0.125,2,1.0,0.0,0.0,0.0
started close reading book ' night ' . close read thing friday ! -___-,happiness,14,0.0,0.071,2,2.0,0.0,0.0,0.0
losing softness heart hardening .,fear,5,0.0,0.0,0,1.0,0.0,0.0,0.0
Bubba making song keyboard singing looking dvd words inspiration,happiness,9,0.0,0.111,0,2.0,0.0,0.0,0.0
Demain j'ai juste mon bac blanc mais tout va bien !,fear,11,0.0,0.091,0,0.0,0.0,0.0,0.0
trouble normal gets worse .,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
love going macdintons night woken hours gotten home family bike ride,happiness,11,0.0,0.0,0,3.0,0.0,0.0,0.0
think rice pudding jam :),happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
People know proper way use grammar,anger,6,0.0,0.0,0,0.0,0.0,0.0,0.0
""" alive makes rich . "" ~Notes Universe",happiness,8,0.0,0.0,2,1.0,0.0,0.0,0.0
Time :))) season 3 ep 8 think,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
forgive destroys bridge pass . ~George Herbert,happiness,7,0.0,0.14300000000000002,1,0.0,0.0,1.0,1.0
point making bus schedule follow ? ! ?,anger,8,0.0,0.0,2,0.0,0.0,0.0,0.0
- reading Alexander McCall Smith . 1 Detective Agency Series .,happiness,11,0.0,0.182,0,0.0,0.0,0.0,0.0
guy says needs girl happy .,sadness,6,0.0,0.0,0,1.0,0.0,0.0,0.0
Sitting room personal growth laughter . . .,happiness,8,0.0,0.0,2,1.0,0.0,0.0,0.0
"Menina de 11 anos : "" Ai , eu estava pensando em ter um filho . Eu fui lá , e fiz . "" - Parabéns , fia ! o . o",fear,32,0.0,0.062,3,0.0,0.0,0.0,0.0
"Oooh man 3 hrs sleep , stomach ache plane pay carry - .",happiness,13,0.0,0.077,1,0.0,0.0,0.0,0.0
Mac Miller / close . . car . .,sadness,9,0.0,0.111,2,1.0,0.0,0.0,0.0
F ! phone turned week .,happiness,6,0.16699999999999998,0.16699999999999998,0,0.0,0.0,0.0,0.0
hold tears </3 !,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"Good day good day . said , bad . good things today",happiness,12,0.0,0.16699999999999998,0,3.0,0.0,1.0,1.0
time heal list mother,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Got damn . tired shit . Bad day plans messed,happiness,10,0.0,0.1,0,0.0,0.0,3.0,1.0
Aaahhh ! ! m losing followers O_O annd finally able reach 100 .,sadness,13,0.077,0.154,2,0.0,0.0,0.0,0.0
Ok . . . laters . . checking Facebook today . . . Love . . . ROOM hate !,happiness,20,0.05,0.05,7,1.0,0.0,1.0,1.0
Truth told miss . . . . truth told lying ! happened AAR ? :(,sadness,15,0.067,0.133,4,0.0,0.0,0.0,0.0
Bestfriends Upset Got ta Beat Ass Lmfao,happiness,7,0.0,0.14300000000000002,0,1.0,0.0,1.0,1.0
memory decides erase finals .,anger,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Rewatching Harry potter 7 2,sadness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
wanna sit hour geology . Running hours sleep . study tonight .,happiness,12,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
Wind blowing half gale sky ominously dark . Cue lunch time downpour insane teen squealing .,happiness,16,0.0,0.062,0,0.0,0.0,1.0,3.0
"Bring good vibes spread smiles . Little little , smile smile change world .",happiness,14,0.0,0.0,0,4.0,0.0,0.0,0.0
Pulzar FM :( earthquake victim . Sucks,sadness,7,0.14300000000000002,0.14300000000000002,0,0.0,0.0,1.0,2.0
underachieving week fantasy team . . .,sadness,7,0.0,0.0,2,0.0,0.0,0.0,0.0
Wa nakapasar akong neighbor sa civil engineering exam :(,sadness,9,0.0,0.0,0,0.0,0.0,0.0,0.0
Anxiously ; Achingly LOVINGLY Tho firm precepts ; contrite humble heart receive boundless,happiness,13,0.077,0.0,0,2.0,0.0,0.0,1.0
mom day school today :( sucks .,sadness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
final hours prison break,sadness,4,0.0,0.25,0,0.0,0.0,1.0,1.0
salon long . Let going blonde process .,happiness,8,0.0,0.0,0,0.0,0.0,0.0,0.0
Congrats Becka ! n’t forget 5 days tell brings chance win TBS goodies ! x,happiness,15,0.067,0.2,1,3.0,0.0,0.0,0.0
Yaaay finally a7md screw drivers,happiness,5,0.0,0.0,0,1.0,0.0,1.0,0.0
maybe stop weird m bored class people stop laughing,sadness,9,0.0,0.0,0,1.0,0.0,0.0,0.0
"1500 words , 1000 left media business coursework",happiness,8,0.0,0.25,0,0.0,0.0,0.0,0.0
Fucking fuming ! ! ! Student Finance cunts ! ! ! ! ! !,anger,14,0.0,0.0,7,0.0,0.0,1.0,0.0
"God clearly heard asked yesterday surprise week ! Grabe talaga love Niya . m tears ! : "" >",happiness,19,0.0,0.21100000000000002,3,3.0,0.0,0.0,0.0
CLASS SOUNDS COOL SOCIAL SCIENCE CORE ! ! ! AHHHH ! ! ! !,anger,14,0.5,0.0,5,0.0,0.0,0.0,0.0
Walking uni heavy heart,sadness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
Mood ThanksGiving Eat,happiness,3,0.0,0.0,0,1.0,0.0,0.0,0.0
Lost Beanie school bombed Spanish quiz,sadness,6,0.0,0.33299999999999996,0,0.0,0.0,1.0,1.0
Season finale tonight . . .,sadness,6,0.0,0.16699999999999998,2,0.0,0.0,0.0,0.0
Digestives cup tea college,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
guy gave 2 pop reading quizzes . . 60pg readings .,sadness,11,0.0,0.091,1,0.0,0.0,0.0,0.0
Leaving beach breaks heart,sadness,4,0.0,0.0,0,2.0,0.0,0.0,0.0
"tired , knee hurts , 20 hours straight , lost courtney . . .",happiness,14,0.0,0.071,2,0.0,0.0,1.0,1.0
kinda wish black friday shopping hot topic looney tunes right :/,sadness,11,0.0,0.091,0,0.0,0.0,1.0,0.0
"LOST REMOTE , CAN'T CHANGE TV . . VH1",sadness,9,0.667,0.111,1,0.0,0.0,0.0,0.0
"funny person presence , want let know feel .",fear,9,0.0,0.0,0,0.0,0.0,0.0,0.0
listening half fith floor trip acid 2 morn,happiness,8,0.0,0.25,0,0.0,0.0,0.0,0.0
Northern downpour played right trade mistakes </3,sadness,7,0.0,0.0,0,1.0,0.0,0.0,0.0
Yeaahh feelin hot today . thinkin bed gunna today . Arg ! wanna sick .,sadness,15,0.0,0.133,0,0.0,0.0,1.0,1.0
beastin shift ahead tomorrow .,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
environment claim bring submission territorial behaviour . .,anger,8,0.0,0.0,1,0.0,0.0,0.0,0.0
"gr8 time night ! Twitter , Facebook , texts , phone calls , forms bday wishes ! THANKS !",happiness,19,0.053,0.105,0,2.0,0.0,0.0,0.0
"Add little sugar , honey suckle lamb . miss dozen roses",happiness,11,0.0,0.091,0,0.0,0.0,0.0,0.0
played piano good 2 hours . . . . nt !,happiness,11,0.0,0.091,3,2.0,0.0,0.0,0.0
ROFL right chair arms fall .,sadness,6,0.16699999999999998,0.0,0,0.0,0.0,1.0,1.0
Oh good lord . . . struthers v Campbell Friday . . . timeline filled places trashy . .,happiness,19,0.0,0.105,5,1.0,0.0,0.0,0.0
painful moment attractive random place know .,sadness,7,0.0,0.0,0,0.0,0.0,0.0,1.0
thousandth sinus infection year,happiness,4,0.0,0.25,0,0.0,0.0,0.0,1.0
Aunt Stay Drinking Wine,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Real housewives Orange County !,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
Strictly avoid frightening ideas,fear,4,0.0,0.0,0,0.0,0.0,0.0,1.0
"Nigga childish , Dnt fuckin Lauqh brother bcuss got ta problem cnt help Tf",sadness,14,0.0,0.214,0,1.0,0.0,0.0,0.0
looking phone waiting txt tho know wo,sadness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
¿ Y si lo que quisite evitar con fuerza para otra persona te estuviera pasando ti sin apenas notarlo ?,fear,20,0.05,0.05,0,0.0,0.0,1.0,1.0
"share year Christmas ? Family story , memory ?",happiness,9,0.0,0.111,0,2.0,0.0,0.0,0.0
school email emails Chancellor high standing officials UCR talking protests UC Davis,fear,12,0.16699999999999998,0.16699999999999998,0,0.0,0.0,0.0,0.0
"truly glad . iswonderful joy ahead ! "" & - Peter 1:6",happiness,12,0.0,0.0,1,1.0,0.0,0.0,0.0
"ordered upstairs celebrity begins ,",happiness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
Shower lunch afternoon classesss,happiness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
lost travel mug today,sadness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
guess work scholarships tonight .,happiness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
. ( Suum Cuique)Cicero Celebrate Life chance,happiness,7,0.0,0.28600000000000003,1,1.0,0.0,0.0,0.0
"Oh wow , waking dads weekendly classical music fetish . -_-",happiness,11,0.0,0.0,1,1.0,0.0,0.0,0.0
making Christmas cookies tomorrow aunt .,happiness,6,0.0,0.33299999999999996,0,1.0,0.0,0.0,0.0
banning l8 nite txtin cos got 300 word german essay memorise,happiness,11,0.0,0.091,0,0.0,0.0,0.0,0.0
Food foreign word house,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
hush puppy step !,fear,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Maths making want throw bricks things .,anger,7,0.0,0.0,0,0.0,0.0,0.0,0.0
"Sweetpotato pie , scallop potato , lamb !",happiness,8,0.0,0.125,0,0.0,0.0,0.0,0.0
darkest moment true joy peace heart !,happiness,7,0.0,0.0,0,2.0,0.0,0.0,0.0
Wanting hot chocolate,sadness,3,0.0,0.0,0,0.0,0.0,1.0,0.0
"Turkey , porkchops , macaroni , sweet potatoes , greens , cornbread , pasta salad . . . . :)",happiness,20,0.0,0.05,3,1.0,0.0,0.0,0.0
7 feel like going terribly wrong today .,happiness,8,0.0,0.25,0,1.0,0.0,1.0,1.0
Woke hideous mood . Journey 4 hours family . .,happiness,10,0.0,0.1,1,1.0,0.0,0.0,1.0
Joy joy joy joy :),happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Getting ripped people supposed help - sucks . war . wo let slide .,anger,14,0.0,0.0,0,0.0,0.0,0.0,1.0
Gym home revise !,happiness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
"crazy tell city people departing , clothes wearing . . . ( airport )",happiness,14,0.0,0.0,3,0.0,0.0,1.0,1.0
Hid phone totally got caught lectures ! need finish paper practice med calculations,happiness,13,0.0,0.0,0,0.0,0.0,0.0,0.0
officially sleep . hate going sleep mad . . .,anger,10,0.0,0.0,2,0.0,0.0,2.0,2.0
", heard Otis Redding version Merry Christmas Baby today reminded LISTEN SNOWED SOON ! ! ! ! ! !",happiness,19,0.158,0.158,5,3.0,0.0,0.0,0.0
"got home Simons , <33 . . time sleep prepare 4 hour practice",happiness,13,0.0,0.154,1,1.0,0.0,0.0,0.0
calling Dell laptop adapter replaced . hold like forever,sadness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
"saw injured animal moving middle road . vegetarian , .",sadness,10,0.0,0.0,1,1.0,0.0,1.0,1.0
hair going freeze morning,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"Okay anon , annoyed . - told ' die ' ' likes ' fuck .",anger,15,0.0,0.0,2,1.0,0.0,1.0,1.0
Buzz Funds reset today :D,happiness,5,0.2,0.2,0,0.0,0.0,0.0,0.0
bored cold . . . wish cuddle watch movie,sadness,9,0.0,0.0,2,1.0,0.0,0.0,0.0
twitter working . going cry,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Having 30 songs phone earphone working absolute nut ! ! !,anger,11,0.0,0.091,2,0.0,0.0,0.0,0.0
"react find heartless , selfish theives watching family ? waiting .",anger,11,0.0,0.0,0,1.0,0.0,0.0,0.0
Got lot people BUILD today .,happiness,6,0.16699999999999998,0.16699999999999998,0,0.0,0.0,0.0,0.0
"discovered way consistently crash Visual Studio 2010 web server , "" WebDev . WebServer40 . exe stopped working "" .",happiness,20,0.0,0.1,2,0.0,0.0,0.0,1.0
chemistry past paper time .,happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
"believe feel way , lose today . lose badly .",sadness,10,0.0,0.1,0,0.0,0.0,1.0,1.0
Laying bed marco paul jammin trying fall asleep tons little kids scream run frantically .,happiness,15,0.0,0.133,0,1.0,0.0,1.0,2.0
Security guard botched hard,fear,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"Today 4th wedding anniversary . Instead lamenting , celebrating birth new family baby today .",happiness,15,0.0,0.2,0,4.0,0.0,0.0,0.0
"hate nose clogged reason , eating . Makes wanna cry , taste fucking food .",sadness,15,0.0,0.0,0,0.0,0.0,1.0,1.0
Actually mood fight . ( sexy play fight ),anger,9,0.0,0.0,1,1.0,0.0,2.0,2.0
Grateful teachers fellow travelers life . . . right teachers come time .,happiness,13,0.0,0.0,2,1.0,0.0,1.0,0.0
Welp 2 hours ill hell hole warner robins . . :D,happiness,11,0.091,0.182,1,0.0,0.0,1.0,2.0
Freakin Happy Rite . ! Words nt describe . ! :),happiness,11,0.0,0.091,3,1.0,0.0,0.0,0.0
feeling prayers answered hear person longer hear .,happiness,8,0.0,0.0,0,0.0,0.0,0.0,0.0
yaay ! brother said play badminton tomorrow :D,happiness,8,0.125,0.125,0,3.0,0.0,0.0,0.0
letter short danger . . . . . .,anger,9,0.0,0.0,5,0.0,0.0,0.0,1.0
Holding meeting baby cousin time feel little better . <3,happiness,10,0.0,0.0,0,1.0,0.0,0.0,0.0
SICKIE ! Smalls ' bed day . Actively trying better . . .,sadness,13,0.077,0.077,2,0.0,0.0,0.0,0.0
Got ta blood test test black mould poisoning .,happiness,9,0.0,0.0,0,0.0,0.0,1.0,2.0
happy class m hear piece shit talking,happiness,7,0.0,0.0,0,1.0,0.0,1.0,0.0
Today dedicated astronomy . . .,happiness,6,0.0,0.16699999999999998,2,0.0,0.0,0.0,0.0
BJ pizzokie half peanut butter half oatmeal ! forever !,happiness,10,0.1,0.3,0,0.0,0.0,0.0,0.0
"heart mind , Virginia Tech . Stay safe .",sadness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
probably wearing jeans tomorrow . . .,sadness,7,0.0,0.14300000000000002,2,0.0,0.0,0.0,0.0
"Cheesesteak dinner ; post picture , gone ( left quickly ) .",happiness,12,0.0,0.083,1,0.0,0.0,0.0,0.0
math home work ! Oh :),happiness,6,0.0,0.0,0,1.0,0.0,0.0,0.0
"Mijn weekend echt geweldig , Vrijdag kreeg ik te horen dat ik naar RHCP ga :D en ook nog hele weekend bij Luc",happiness,23,0.087,0.174,0,0.0,0.0,0.0,0.0
want talk idea talk .,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
"learned repress child , adult , begin embrace",happiness,8,0.0,0.0,0,1.0,0.0,0.0,1.0
Got ta love repetitive day going tomorrow,happiness,7,0.0,0.14300000000000002,0,1.0,0.0,0.0,0.0
Wow dude team goodie right : hat,sadness,7,0.0,0.0,0,1.0,0.0,0.0,0.0
", hopes slaped face . let DIE . ? world ?",anger,11,0.091,0.0,1,1.0,0.0,0.0,1.0
Showered pjs day revision cramming ! ! ! ! ! !,happiness,11,0.0,0.091,5,0.0,0.0,0.0,0.0
"’s Friday , Yesterdays winning message … . .",happiness,9,0.0,0.222,1,1.0,0.0,0.0,0.0
"Thank Efrian Tavo ! settled Guru , Faza . sweetheart . happy continue journey .",happiness,15,0.0,0.133,0,3.0,0.0,0.0,0.0
"Grrr lost necessary MicroSD folders . . . . ! Music , pics , videos , wallpapers , research documents handbooks studies !",anger,23,0.0,0.087,4,1.0,0.0,1.0,0.0
"sad day today , day westlife , think gon na greet :(",sadness,12,0.0,0.0,0,1.0,0.0,0.0,0.0
Tu juges et condamnes sans connaitre . . . c'est bien pour ça que tu vas perdre . . . ; - ( (,sadness,24,0.0,0.042,8,0.0,0.0,0.0,0.0
moment 24fl oz coors light ipod thanksgiving playlist .,sadness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
Egyptians abroad electing rightnow ! s step forward democracy . real optimism :],happiness,13,0.0,0.077,0,1.0,0.0,0.0,0.0
"swear fucking GOD , lot shady ass people lately . Ai got trust thy self . man , bitch",fear,19,0.053,0.0,0,1.0,0.0,1.0,1.0
scared small light green leafs bc look like nasty praying mantis bugs,fear,12,0.0,0.0,0,1.0,0.0,2.0,1.0
Yay hour car ride grandparents year old,happiness,7,0.0,0.28600000000000003,0,1.0,0.0,0.0,0.0
2 weeks hard work 6 mi ute presentation,happiness,8,0.0,0.25,0,1.0,0.0,0.0,0.0
left 9 morning work :(,sadness,5,0.0,0.2,0,0.0,0.0,0.0,0.0
Dentist appointment morning . . . :(,happiness,7,0.0,0.14300000000000002,3,0.0,0.0,0.0,0.0
Ice cream pie ! ! !,happiness,6,0.0,0.0,2,0.0,0.0,0.0,0.0
listening bit roger sanchezz editing . . . .,happiness,9,0.0,0.0,3,0.0,0.0,0.0,0.0
forgot mom dies hope floats .,sadness,6,0.0,0.0,0,1.0,0.0,0.0,1.0
"5 story beautiful freeeeaking townhouses southend boston . . . need married family , billy",sadness,15,0.0,0.067,2,3.0,0.0,0.0,0.0
Crying enjoy . nt leave Landen ! ! ! ! ! ! ! ! ! &,sadness,16,0.0,0.062,8,0.0,0.0,0.0,0.0
", mom thinks flu . later .",sadness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
gon na miss 2hrs Hog game tomorrow work .,sadness,9,0.0,0.222,0,0.0,0.0,0.0,0.0
Good morning London ! ! Looking forward beautifully blessed day !,happiness,11,0.0,0.182,1,3.0,0.0,0.0,0.0
"~all , people mistake aggression bravest souls occupy weakest bodies . ~ ~",fear,13,0.0,0.0,3,1.0,0.0,1.0,1.0
"ai clock watcher , holiday starts hour .",happiness,8,0.0,0.0,0,1.0,0.0,0.0,0.0
"end things ready relationship , 3 weeks later dating ?",anger,10,0.0,0.1,0,1.0,0.0,0.0,0.0
watching hundreds little kids receive bikes . overwhelming .,happiness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
Little Pigs Peak closed .,sadness,5,0.0,0.2,0,1.0,0.0,0.0,0.0
happy met 40 year old lady played video games .,happiness,10,0.0,0.1,0,2.0,0.0,0.0,0.0
phone die charger light - years away,sadness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,1.0
concerts miss Alpha Phi Omega .,sadness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
walk North Linn tuesday somebody walk ' Hello Jazz Marie ' .,fear,12,0.0,0.16699999999999998,1,0.0,0.0,0.0,0.0
kitty cuddle morning,sadness,3,0.0,0.0,0,1.0,0.0,0.0,0.0
Looks like sleeping tonight thanks hour nap,happiness,7,0.0,0.14300000000000002,0,2.0,0.0,0.0,0.0
daddy gon na teach drive snow :/,happiness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
happily die die happy .,sadness,5,0.0,0.0,0,2.0,0.0,0.0,2.0
like blanket cocoa movie computer cubicle . . . Bye bye vacation besets !,sadness,14,0.0,0.0,2,2.0,0.0,0.0,0.0
Rough morning coming work yucky day 4-day weekend . . .,sadness,11,0.0,0.182,2,0.0,0.0,0.0,0.0
finished EXHAUSTING assignment yet- intensive lit review 10 primary sources PFPS rehab . feel like passing .,happiness,17,0.11800000000000001,0.11800000000000001,0,1.0,0.0,0.0,0.0
Bout drink da rest dis vodka,sadness,6,0.0,0.0,0,0.0,0.0,1.0,0.0
X - ray leg tomorrow . . . Great . . . . broken bone .,happiness,16,0.062,0.062,5,1.0,0.0,0.0,1.0
"shaped thoughts ; think . mind pure , follows like shadow leaves",happiness,12,0.0,0.0,0,1.0,0.0,0.0,0.0
hate weekend mornings . Rehearsal 8:30 - 4 . . fever,happiness,11,0.0,0.091,1,0.0,0.0,1.0,1.0
guess people starting stuff .,happiness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
getting narrative baby sleeping habits chap,happiness,6,0.0,0.0,0,1.0,0.0,0.0,0.0
need calm . venom inside,anger,5,0.0,0.0,0,0.0,0.0,1.0,1.0
Hoarders makes want hoarder serial killer !,anger,7,0.0,0.0,0,0.0,0.0,0.0,0.0
hip boots pissin . holes . filled water . big . . . .,happiness,14,0.0,0.0,3,0.0,0.0,0.0,0.0
People understand busy schedule,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"working internet cable room . roommate says , nights like tonight , wifi screwed .",anger,15,0.0,0.067,0,1.0,0.0,1.0,0.0
Realizing Milk house cereal poured < < < < < <,sadness,11,0.0,0.0,0,0.0,0.0,0.0,0.0
"cool , shit eat .",sadness,5,0.0,0.0,0,0.0,0.0,1.0,0.0
wait Christmas gifts ! Love happy ! Got 2 weeks Christmas fun begin !,happiness,14,0.0,0.14300000000000002,0,6.0,0.0,0.0,0.0
Angry Angry Birds,anger,3,0.0,0.0,0,0.0,0.0,2.0,0.0
"Got tree ! lights , ornaments , candy canes . . . . . rest decorations .",happiness,17,0.0,0.0,4,0.0,0.0,0.0,0.0
mama health craze ! ! Wheat bread wheat pasta salad dinner ! . . . WHYY ? ?,sadness,18,0.055999999999999994,0.0,5,0.0,0.0,1.0,1.0
""" laugh . cheap medicine . "" ~ Lord Byron",happiness,10,0.0,0.1,2,1.0,0.0,0.0,0.0
""" watched movie [ Spice Girls ] sober ! """,anger,10,0.0,0.1,1,0.0,0.0,0.0,0.0
Anger emotional result externalization worth .,anger,6,0.0,0.0,0,0.0,0.0,1.0,0.0
brave . Remember lack ability forward spite fear . R Costa,fear,11,0.091,0.0,0,0.0,0.0,2.0,1.0
Christmas Film year . Golden Compus . O,happiness,8,0.125,0.25,0,1.0,0.0,0.0,0.0
"hope God , richly provides enjoyment 1Timothy 6:17",happiness,8,0.0,0.0,0,2.0,0.0,0.0,0.0
"PUIS ! Ils ont verrouillés les PC , et sont partis en mode total , nous disant qu'on avait juste le droit d'être là . . . x )",fear,29,0.069,0.069,4,1.0,0.0,0.0,0.0
stubbed toe morning . . . . looked purple broken .,happiness,11,0.0,0.091,3,0.0,0.0,0.0,1.0
tell lie ask bout whereabouts speak real ask care,happiness,9,0.0,0.0,0,0.0,0.0,1.0,0.0
hour 50 minutes class left .,happiness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
phone bi - polar . . . dnt wanna cooperate wit ryt nw . . . Need 2 send 4 repairs,anger,21,0.0,0.095,4,0.0,0.0,0.0,0.0
day football studying .,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
packed ready leave Port Elizabeth ! ! day NMMU tomorrow ! !,sadness,12,0.083,0.16699999999999998,2,0.0,0.0,0.0,0.0
♥ basis true change negativity . acceptance implies : negativity .,happiness,11,0.0,0.0,0,0.0,0.0,0.0,0.0
"presentation , happy batted questions park ! power - point worked ! ( )",happiness,14,0.0,0.0,2,3.0,0.0,0.0,0.0
Scouting Dalton Highway Alaska . Early August 2012 journey Fairbanks Deadhorse maybe ? !,happiness,14,0.0,0.28600000000000003,1,0.0,0.0,0.0,0.0
"indian family watching bollywood classic kind , buy headphones . . train cinema .",anger,14,0.0,0.0,1,2.0,0.0,0.0,0.0
Shit ! best bus wanker .,happiness,6,0.0,0.0,0,0.0,0.0,2.0,0.0
"allow steal JOY God given . Wife , Husband , Co - Worker , friends family . ( Psalm 16:11 ) precious",happiness,22,0.045,0.091,1,4.0,0.0,0.0,1.0
"Farewell , goodbye , so- long",fear,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
christmas light . dad said need buy ! ! ! ! .,happiness,12,0.0,0.0,4,1.0,0.0,0.0,0.0
wear headphones smoking . parents indefinitely come finally discover toker .,fear,11,0.0,0.0,0,0.0,0.0,0.0,0.0
Stupid bitch looking walk . . ur face shit u dumb whore,anger,12,0.0,0.0,1,0.0,0.0,2.0,0.0
brave live forever cautious live . . definition,fear,8,0.0,0.0,1,0.0,0.0,0.0,0.0
Sittin house . . Friday night,happiness,6,0.0,0.33299999999999996,1,0.0,0.0,0.0,0.0
Woke finish paper effect grade turn,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
10 minutes till da willard kitchen graced presence !,happiness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
""" joy heart grain wine abound "" ( Ps . 4:7 ) True comes God , /",happiness,17,0.0,0.0,3,2.0,0.0,0.0,0.0
"recommend looking , saw story Bradford Councillor battering 4 kittens death . Guys total Cunt .",sadness,16,0.0,0.125,0,0.0,0.0,2.0,2.0
Hockey windsor . . 2 hour car ride,happiness,8,0.0,0.125,1,0.0,0.0,0.0,0.0
"hates , mad world live",sadness,5,0.0,0.0,0,0.0,0.0,2.0,2.0
"page paper , page paper write class",happiness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
", beatles , big bottle pellegrino , stats 3ish hours -___-",happiness,11,0.0,0.091,0,0.0,0.0,0.0,0.0
"☛ "" Time Choose SAFETY , Reinforce . . . F E R "" ~Cheri Huber",fear,16,0.25,0.125,2,0.0,0.0,0.0,0.0
cutting tongue sucker,anger,3,0.0,0.0,0,0.0,0.0,0.0,0.0
day contract 3 G pay christmas . .,happiness,8,0.125,0.25,1,1.0,0.0,0.0,0.0
life break consict making homework .,happiness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
broke black friday .,sadness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
"interested , queen Norway paying school visit Thursday . gon na look like hardcore student library",happiness,16,0.0,0.125,0,1.0,0.0,0.0,0.0
Find knows treat biggest losing .,fear,6,0.0,0.0,0,1.0,0.0,0.0,0.0
love burning hand 600 degree ovens,happiness,6,0.0,0.16699999999999998,0,1.0,0.0,0.0,0.0
know . looks like great guy met home lighter .,sadness,10,0.0,0.0,0,3.0,0.0,0.0,0.0
thought waking work tomorrow makes feel SICK,happiness,7,0.14300000000000002,0.14300000000000002,0,0.0,0.0,0.0,1.0
guidance councellors Germany sitting sending offial records colleges .,happiness,9,0.0,0.111,0,0.0,0.0,0.0,0.0
"swear making killing , world chillin",fear,6,0.0,0.0,0,0.0,0.0,1.0,1.0
"course wants Kobe Paul ! allowed Lebron , wade bosh WTF",fear,11,0.091,0.182,0,0.0,0.0,0.0,0.0
Putain j'entends de ces bruits etranges dans la maison la !,fear,11,0.0,0.091,0,0.0,0.0,0.0,0.0
awkward moment Duffy lecture hall drop goes seats .,sadness,9,0.0,0.111,0,0.0,0.0,0.0,0.0
tired sore try outs pushed hour .,happiness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
painful inhibits movement precisely time truth demands action .,fear,9,0.0,0.0,0,0.0,0.0,0.0,1.0
remember time PBR .,sadness,4,0.25,0.25,0,0.0,0.0,0.0,0.0
came home Christmas music = O,happiness,6,0.16699999999999998,0.0,0,3.0,0.0,0.0,0.0
"nervous horse riding . resolution list 4yrs ago , m going pretty chuffed . um",fear,15,0.0,0.067,1,0.0,0.0,0.0,1.0
"beginning think pronounce . . . Today , thought Kellen .",sadness,11,0.0,0.182,2,0.0,0.0,0.0,0.0
school day today ! downside mocks look forward . .,happiness,10,0.0,0.1,1,0.0,0.0,0.0,0.0
"hate play online , start winning person quits",sadness,8,0.0,0.0,0,2.0,0.0,1.0,1.0
"german , biology english exams . . .",happiness,8,0.0,0.125,2,0.0,0.0,0.0,0.0
