t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
petrify fossil type way,3,0.053,0,0,0,0,0,0,0.25
"got home tonight horror , missing dog garden jumped fence ! neighbor found",3,0.173,0,0.077,0,0.077,0,0.077,0.077
bad 2nd wkend trot . lie til 12,3,0.107,0,0.25,0,0,0,0.125,0.125
people conditioned know . ? want face gon ' face fears .,3,0.16,0,0,1,0,0,0.083,0.083
illogical fear day try search facebook instead end putting status,3,0.133,0,0,0,0,0,0.1,0.1
"wedding weeks actually nervous . want things right , want sick canceled ; ;",3,0.187,0,0.071,1,0.071,0,0,0.143
"oh shit , accidentally given terrorists idea . al qaeda probably eat pork thanksgivings .",3,0.2,0,0,0,0.067,0,0.133,0.067
people achieve goals afraid fail .,3,0.08,0,0,0,0.167,0,0,0.333
end life symptoms / eating sleeping alot / Ma life ending ?,3,0.16,0,0,0,0,0,0,0
Strictly avoid frightening ideas,3,0.053,0,0,0,0,0,0,0.25
Sumtymz feel like true frndz ! . . . putting guard n keepin thr ! ! * * no1 god,3,0.267,0,0.05,6,0.1,0,0,0
horrid having car n liscence,3,0.067,0,0,0,0,0,0.2,0.2
😂 - d bully omg banter laugh later haha . nice guy x,3,0.173,0,0.077,0,0.077,0,0.077,0.077
feed makes lose sight important .,3,0.08,0,0,0,0,0,0,0
21 . 12 . 11 . . Askin Bout Symbolism thou,3,0.147,0,0.364,1,0,0,0.091,0
know expect Brendon video lmao LA devotee video got shook,3,0.133,0.1,0.2,0,0,0,0,0
told . told tell felt butterflies .,3,0.093,0,0,0,0,0,0,0
follow follow u dnt play u follow wait till u tell followback naw ! m unfollow unfollow u,3,0.24,0,0,1,0.056,0,0,0
day disclosed caught googling cholroform fucking aghast,3,0.093,0,0,0,0,0,0,0.143
scared learn cause scared truth .,3,0.08,0,0,0,0,0,0.333,0.333
Radio shake mutli directional mike sound cheap sound bad mixing .,3,0.147,0,0,0,0,0,0.091,0.182
got trend . way way spread fear world needing inhaler .,3,0.147,0,0,0,0,0,0.091,0.091
Faith comes hearing Word God ( Rom 10:17 ) . replace faith speaking God ’s Word says .,3,0.24,0,0,1,0.222,0,0,0
Killing ppl feels better think going kill em,3,0.107,0,0,0,0,0,0.25,0.25
believed wanted care maybe believe taking care . >,3,0.12,0,0,0,0,0,0,0
begins . . . countdown possibility - new life,3,0.12,0,0,2,0,0,0,0
afraid clowns hoping appearance hometown .,3,0.08,0,0,0,0.167,0,0,0.167
God need new goal keeper ! ’re horrific .,3,0.12,0,0,0,0.111,0,0.111,0.111
nervous 😭,3,0.027,0,0,0,0,0,0,0.5
"know , Sims dual sim phone locked network !",3,0.12,0,0.111,0,0,0,0,0
God shine grace mercy oddly looking lady cut hair . Great Clips !,3,0.173,0,0,0,0.308,0,0,0
Factor Coming Yay ! ! ! ! ! ! ! !,3,0.147,0,0,7,0.091,0,0,0
' spirit evil . Satan spirit,3,0.08,0,0,0,0.333,0,0.333,0.167
"Farewell , goodbye , so- long",3,0.08,0,0.167,0,0,0,0,0
end / moment dire . / small spark hope / relight new fire .,3,0.187,0,0,0,0.071,0,0,0.143
Believe Love u Wanna Share ' Good Care u Lady,3,0.133,0,0.1,0,0.2,0,0,0
literally home parents threaten charge rent start cleaning house everyday . OK .,3,0.173,0.077,0,0,0.077,0,0.077,0.077
"internet age , mad proportion assume terrible worst little facts knowledge .",3,0.16,0,0,0,0,0,0.167,0.167
City kit fucking awful . Nike wants shooting .,3,0.12,0,0.111,0,0,0,0.111,0.222
tears hold value drop single thing showed . . .,3,0.133,0,0,2,0,0,0,0
"hard failing , think harder facing excepting trying .",3,0.12,0,0,0,0,0,0,0.111
scared love scared leave,3,0.053,0,0,0,0.25,0,0.5,0.5
"strongest , ancient , driving emotion known man , relate belief human Fear . . . .",3,0.227,0,0,3,0,0,0.059,0.059
Close chapter brand new beginning~ Afraid hurt paralysed non - action . .,3,0.173,0,0,1,0.077,0,0.077,0.154
""" Let danger spur prevent fears , gives advantage danger . """,3,0.16,0,0,1,0,0,0.083,0.25
"cell - phone commercial term "" self - aware "" .",3,0.147,0,0,1,0,0,0,0
Fantastic expectations amazing revelations,3,0.053,0,0,0,0.5,0,0,0
results seeing walk situation w/o LORD . FAITH realizing gets b4 .,3,0.16,0.167,0,0,0.083,0,0,0
jesus ok alarming percentage teachers ths year nt s ingle thoughtful bone bodies . gon na b interesting yr,3,0.253,0,0,0,0.053,0,0,0.053
hour grammar final half hour .,3,0.08,0,0.167,0,0,0,0,0
People ' ' Life choices ' ' . mentions,3,0.12,0,0,2,0,0,0,0
heartless know care hurt,3,0.053,0,0,0,0,0,0.25,0.25
", m scared dark . . ctfuu night light room :/",3,0.147,0,0,2,0,0,0.091,0.182
phone battery runs charge !,3,0.067,0,0,0,0,0,0.2,0
afraid going fall face commons day .,3,0.093,0,0.143,0,0,0,0,0.143
starting anxious tonight date . talk ? buy drinks ?,3,0.133,0,0.1,0,0,0,0,0.1
ppl unknown human nature . . . comfort state mind . . .,3,0.173,0,0,4,0.154,0,0,0
come understand Love dual hands / & cautious wandering Love ’s laundering,3,0.16,0,0.083,0,0.167,0,0,0
huge snakes coming toilet . . .,3,0.093,0,0,2,0,0,0,0.143
mind spider house . . . mind disappears,3,0.107,0,0,2,0,0,0,0.125
"holds ? stops reaching true potential , forces wish ! ?",3,0.147,0,0,1,0,0,0,0.091
gain confidence experience stop look face . ~ E Roosevelt,3,0.133,0.1,0.1,1,0.1,0,0,0
Gym bad idea . spewed . Away beach . Maybe salt water help HastaLaVista .,3,0.2,0,0,0,0.067,0,0.067,0.067
"death , celebrate , end old year New year , plan new resolutions new year .",3,0.213,0,0.062,0,0.062,0,0.062,0.062
"entiendo porque tanto drama para decirle alguien "" Hey encantas """,3,0.147,0,0,0,0,0,0,0
woke different set clothes went night ?,3,0.093,0,0.143,0,0,0,0,0
live constantly . . . . cusions psycho . . . people need help . . . .,3,0.24,0,0,8,0,0,0,0
"calendar like , mad ? smh player NBA feel impact",3,0.133,0.1,0.1,0,0.1,0,0.1,0.1
Scared dark tonight ! ! Thank god red light blackberry ! !,3,0.16,0,0.083,2,0.167,0,0.083,0.167
. . . fear life feels like alive .,3,0.12,0,0,2,0.222,0,0.111,0.111
"nervous horse riding . resolution list 4yrs ago , m going pretty chuffed . um",3,0.2,0,0.067,1,0,0,0,0.067
"Whhhhy Marky Mark unbelievably sexy , psycho . makes want",3,0.133,0,0.1,0,0,0,0,0
Oh god ! swear freakin ! ! feel talkin !,3,0.133,0,0,1,0.1,0,0,0
Fehler:509,3,0.013,0,0,0,0,0,0,0
"know worse , new Pizza Hut commercials pizza Pizza Hut makes .",3,0.16,0,0.167,0,0,0,0,0
terrifying moment find headphones,3,0.053,0,0,0,0,0,0,0.25
Thunder lightning scare shit young . remembered watching Blue Clues power went .,3,0.173,0,0.077,0,0.077,0,0.231,0.231
""" DJ- Ger Schaeuble : Knows Happen Euro Fails "" < --- good confidence",3,0.187,0.071,0.071,0,0.143,0,0,0.071
"pfff . J'ose pas aller pisser , ils toussent de partout dans la salle d'attente , style "" sait que t'es là , t'attends , mouhahahaaaa """,3,0.36,0,0.037,0,0,0,0,0
 ughh want . . like nightmare ! ?,3,0.12,0,0,2,0.111,0,0,0.111
sure boys wuld soon start baffin d toilet sef ! ! new hall boys,3,0.187,0,0,1,0,0,0,0
cities deserve overcharge $ 1000s park cleanup bail peaceful protests . OT bill protect serve steep !,3,0.227,0.059,0.059,0,0.059,0,0,0
"Americans , , feeling borderline despair . Looking situation control .",3,0.147,0,0.091,1,0,0,0,0.091
shy,3,0.013,0,0,0,0,0,0,0
red card Gordon ? ref Celtic fan shocking challenge .,3,0.133,0,0.2,0,0,0,0,0.1
terror attacks usa pay mind lol,3,0.08,0,0,0,0,0,0.333,0.333
"know scary realization going paycheck ? Yeah , . Payday painful 13 days away .",3,0.2,0,0.067,1,0.067,0,0,0.133
bud madden gathering nt invite,3,0.067,0,0,0,0.2,0,0.2,0.2
fear fear causes fear unrelenting . . .,3,0.107,0,0,2,0,0,0.375,0.375
Know spend money cause spending time hopeless . Know pop bottles cause bottle emotions . Atleast open,3,0.227,0,0,0,0.059,0,0,0.059
Man city kit dreadful !,3,0.067,0,0,0,0,0,0.2,0.2
screaming help n hears . . . . . . . . composer guna b lost,3,0.213,0,0,7,0,0,0.062,0.062
huge word life right . . . Trying downsize,3,0.12,0,0,2,0,0,0,0
problem . Ppl think naturally love fulfilled 1 person . happen ?,3,0.16,0,0.167,0,0.25,0,0,0
"tesco . OH nt Visa electron accepted line , 55 , 15 ? ?",3,0.187,0.071,0.214,1,0,0,0,0
", gatecrashing friend Laura radio 3 pm . Gon na LIVE .",3,0.16,0.083,0.167,0,0.083,0,0,0
man walks God walk . * HENSE * .,3,0.12,0.111,0,2,0.111,0,0,0
"ok , ok . . know . . tweet",3,0.12,0,0,2,0,0,0,0
"Road , Man Religion , Face Everybody Rule , Fuck Rumble",3,0.147,0,0,0,0,0,0,0
wish harry start tweeting people,3,0.067,0,0,0,0,0,0,0
lot times run God calls . . . Fear unknown discomfort . . .,3,0.187,0,0,4,0.071,0,0.071,0.071
"mattmilne76 Thank letting know ! hesitate contact future , assistance needed . Thank !",3,0.187,0,0,0,0.143,0,0,0
girls cup ? Uhm . . . come factor ! ! contestant AID :),3,0.187,0.071,0,3,0,0,0,0
big dream killer saying . . . pussssssssy ! LoL,3,0.133,0,0,2,0.1,0,0,0
Huns like box coffee revels,3,0.067,0,0.2,0,0.4,0,0,0
"school , classmate music class sang Hallelujah like , god , friend breathless .",3,0.187,0,0,0,0.357,0,0,0
okay false alarm working,3,0.053,0,0,0,0,0,0,0.25
"hardly describe felt saw play forming , happening .",3,0.12,0,0,0,0.111,0,0,0
know going nights takes Act God fall asleep .,3,0.12,0,0,0,0.111,0,0,0
Infiltration lives . illusion accept political Solutions . Tyranny,3,0.12,0,0.111,0,0,0,0,0.111
gain confidence experience stop look face . ~ E Roosevelt,3,0.133,0.1,0.1,1,0.1,0,0,0
"Women share technology . Fear able find / trust sone help . Impact : limit potential , missed opportunities .",3,0.267,0,0,0,0,0,0.05,0.05
entire drunken family trying play dance . horendous .,3,0.12,0,0,0,0.333,0,0,0
ending met mother dreadful,3,0.053,0,0,0,0,0,0.25,0.25
"Mum home . like waiting executed . know happen , .",3,0.147,0,0,1,0.182,0,0.091,0.091
gain confidence experience stop look face . ~ E Roosevelt,3,0.133,0.1,0.1,1,0.1,0,0,0
moment open bottle bed fall . .,3,0.093,0,0,1,0,0,0,0
“ Winners afraid losing . losers . Failure process success . People avoid failure avoid success . ',3,0.24,0,0,1,0.167,0,0,0.167
Getting ur history ur computer read aloud suck !,3,0.12,0,0,0,0,0,0,0
admit looking forward return Factor !,3,0.08,0,0,0,0,0,0,0
let em dat walk running want em stay,3,0.107,0,0,0,0,0,0,0
rocky horror remake looks bit w n k,3,0.107,0,0,0,0,0,0.125,0.125
living potential,3,0.027,0,0,0,0,0,0,0
"like rules "" "" conduct background check . , "" "" hurt chances !",3,0.187,0,0,4,0.071,0,0.071,0.071
worst having future . . . fear future country,3,0.12,0,0,2,0,0,0.111,0.111
Currently attending deep metrics analysis dive creative guy having math induced panic attack .,3,0.187,0,0,0,0,0,0.071,0.143
"Yall rlly got ta stop lettin bees fear ur heart . ur allergic , tryna u run fuckin bee . . . chill . u soft .",3,0.36,0,0,3,0.037,0,0.037,0.037
"1st half results Taylors d TJP / King , Roddy d Red , Dynasty / Rosas / Avalon d B / Kaddy / LeRae / B - Boy , Mack d Hero , RockNES d Future Shock",3,0.493,0.081,0.108,0,0.027,0,0,0.027
"ain vi foto de um acidente de carro aqui face , apavorada ! ; s",3,0.2,0,0,1,0,0,0,0
Fear factors making comeback !,3,0.067,0,0,0,0,0,0.2,0.2
pray person hear,3,0.04,0,0,0,0,0,0,0
"missed night message , website ( www . foundatiocincy . com ) listen . found media tab .",3,0.24,0,0.056,0,0,0,0,0
friends nervous speech,3,0.04,0,0,0,0.333,0,0,0.333
hate driving riding long bridges water runs eyes,3,0.107,0,0,0,0,0,0.125,0.125
goes,3,0.013,0,0,0,0,0,0,0
Fosu Mensah having complete nightmare ! reason Northamptons attacks come left .,3,0.16,0,0.167,0,0.083,0,0.083,0.167
Drop fear . . .,3,0.067,0,0,2,0,0,0.2,0.2
positive game factor commercial,3,0.053,0,0,0,0.25,0,0,0
"Corporate , religious government agencies want feel free . want comfortable enjoy .",3,0.173,0,0,0,0.154,0,0,0
"Suh : scary referee wo penalty , blatantly obvious",3,0.12,0,0,0,0,0,0,0.111
Realized biggest fear riding jeep park .,3,0.093,0,0,0,0,0,0.143,0.143
Hard hell tapped True Knowledge Self driven God .,3,0.12,0,0.111,0,0.111,0,0.111,0.111
""" sleep today . . rest sun . """,3,0.12,0,0.111,2,0,0,0,0
ppl know ai nt . r u trying trick ur mind . biggest thing right . Check . .,3,0.253,0,0,1,0,0,0,0
"Scared hell feelings , maybe stop b4 begins",3,0.107,0,0,0,0,0,0.25,0.25
stepped shower spidey senses tangled . immediately looked saw spider directly head .,3,0.173,0,0,0,0,0,0,0.077
Strictly avoid frightening ideas,3,0.053,0,0,0,0,0,0,0.25
hush puppy step !,3,0.053,0,0,0,0,0,0,0
supposed intimidate freshman half taller ? ?,3,0.093,0,0.143,1,0,0,0.143,0.143
People likely die hospital weekend ?,3,0.08,0,0.167,0,0.167,0,0,0.167
-What Know ; Expect Unexpected,3,0.067,0,0,0,0,0,0,0
"Ukw , think scared . beast ! Cripples u worst type way .",3,0.173,0,0,0,0,0,0.154,0.231
Putain j'entends de ces bruits etranges dans la maison la !,3,0.147,0,0.091,0,0,0,0,0
live life half - lived . Spanish Proverb,3,0.107,0,0.25,0,0,0,0,0
FACTOR KUMMIN ONN ICANT WAIT,3,0.067,1,0.2,0,0,0,0,0
Embarrassing lack defensive depth coming haunt .,3,0.093,0,0,0,0,0,0,0.143
gain confidence experience stop look face . ~ E Roosevelt,3,0.133,0.1,0.1,1,0.1,0,0,0
wanna fright night Thorpe Park month 👻,3,0.093,0,0.429,0,0,0,0.143,0.143
Rojo terrible defender,3,0.04,0,0.333,0,0,0,0.333,0.333
"feel certain strange surging soul . . . . . , feels - limits . . wht . . . Wht . ?",3,0.307,0,0,9,0.043,0,0,0
shiver pause words abandonment fresh tips tongues,3,0.093,0,0,0,0,0,0,0.143
“ thing frightening speaking truth . speaking . ”,3,0.12,0,0,1,0,0,0,0.111
turn shadow heart asking wTF . nicca got paranoid dark . ! GOD lives,3,0.187,0.071,0,1,0.143,0,0,0.143
hate Dentist . . . passion . . .,3,0.12,0,0,4,0.111,0,0.111,0.111
0 excitement weekend pure dread,3,0.067,0,0.2,0,0.2,0,0.2,0.2
OAP women DOMINATE Post Office queue guard lives .,3,0.12,0.222,0.222,0,0,0,0.111,0.111
vu qu'on y retourne plus par la suite .,3,0.12,0,0,0,0,0,0,0
suck Big x Strong word .,3,0.08,0,0,0,0,0,0,0
wait til feel equipped share God lives step bring hope .,3,0.147,0,0,0,0.182,0,0,0
: loves center attention wayalso : gets nervous talk class,3,0.133,0,0,0,0.1,0,0,0.1
walk n room n ppl stop talkin dat mean dey talkin bout n dey wat m gne hear hahahahah,3,0.253,0,0,0,0,0,0.053,0
Twitter account slowly killing ? Details 11,3,0.093,0,0.143,0,0,0,0.143,0.143
factor coming Monday wahooo love,3,0.067,0,0.2,0,0.2,0,0,0
Ahh legit crying half time way states . . soooo bridges :'( omgg,3,0.173,0,0.077,1,0,0,0,0
m going discriminatory religions mandate followers let hair dread .,3,0.133,0,0,0,0,0,0.1,0.1
alarm clock ringing morning n flatmate knocked door asked set fire burning alive :) : ): ),3,0.227,0,0.059,0,0.059,0,0,0.118
"live life , lose wrong . ~Joseph Chilton Pearce",3,0.12,0,0.111,1,0,0,0,0
awkward moment mark wahlberg stares angrily punches chest,3,0.107,0,0,0,0,0,0.125,0.125
Mom remember Narley died ? cried like baby !,3,0.12,0,0.111,0,0.222,0,0,0.111
"Overheard Thanksgiving dinner : "" going PROVIDENCE "" "" executions "" "" drive - bys "" "" murder rate "" "" awful parking garage """,3,0.333,0.04,0.08,5,0.04,0,0.08,0.12
"Ontem fiz trança embutida com o cabelo molhado e quando fui dormir fiz um coque , ai agora soltei o cabelo e ele continua molhado o . O",3,0.373,0.036,0.036,0,0,0,0,0
runner mind told sit week biggest fear told wo run .,3,0.147,0,0.091,0,0,0,0.091,0.091
night dream today Christmas . woke screaming ready .,3,0.12,0,0.222,0,0.222,0,0.111,0.111
thing run away wo stop learn face .,3,0.107,0,0,0,0,0,0,0
Listen fm hardstyle radio,3,0.053,0,0,0,0,0,0,0
Good thing totally consumed riddled FEAR right .,3,0.107,0.125,0,0,0.125,0,0.125,0.125
nt think surgery self knowing yew sleep gets em scared wut yew nt wake =/,3,0.2,0,0,0,0,0,0.067,0.133
greatest barrier success fear failure,3,0.067,0,0,0,0.2,0,0.2,0.4
Feel confinement able walk streets fear arrested .,3,0.107,0,0,0,0,0,0.25,0.25
shy come shell 😂,3,0.053,0,0.25,0,0,0,0,0.25
look man straight eye area .,3,0.08,0,0,0,0,0,0,0
Resistance drives stress fear . n’t resist life things flow .,3,0.147,0,0,0,0,0,0.273,0.182
""" stop . DRONE country ! """,3,0.093,0.143,0,1,0,0,0,0
Realizing U U level help U fend getting heart .,3,0.133,0.3,0.1,0,0.1,0,0,0
gain confidence experience stop look face . ~ E Roosevelt,3,0.133,0.1,0.1,1,0.1,0,0,0
"afraid ? developing list . contribute ! , RT , s'il vous plait ?",3,0.187,0.071,0.071,1,0,0,0,0.071
"Nawaz Sharif speech terrorism , Kejriwal expected talk Governance .",3,0.133,0,0.2,0,0,0,0.1,0.1
found butterfly earring bedroom floor . Mrs Kerr wear earrings . pop .,3,0.173,0,0.077,0,0,0,0,0
"Irdk got bent shape , probably cause stabbed , gon na .",3,0.16,0,0,0,0,0,0.083,0.083
afraid things,3,0.027,0,0,0,0,0,0,0.5
dentist going destroy face .,3,0.067,0,0,0,0,0,0.2,0.2
"looked wood goal nt think chance bad miss , horrible height hit hard level , hit",3,0.213,0,0,0,0,0,0.25,0.125
large crowds manic football fans mascots,3,0.08,0,0,0,0,0,0,0.167
"thing fear , death fear certain . - R . W . Emerson",3,0.173,0.154,0.077,1,0,0,0.231,0.231
time favorite movies . Love Mark Wahlberg .,3,0.107,0,0.125,0,0.25,0,0,0
Heard panic ! disco ? Kach - ing ! ATM,3,0.133,0.1,0.1,0,0,0,0,0.1
"years protected seed , time beautiful flower . ~S . C . Paul",3,0.173,0.154,0.077,2,0.077,0,0,0
Think like queen . queen afraid fail . Failure steppingstone greatness . Oprah Winfrey,3,0.187,0,0.071,0,0.143,0,0,0.214
reached 21 picture closet huge ghost dark . wish sleep parents room right,3,0.173,0,0.077,0,0,0,0,0.154
1 guys movie guy got killed movie,3,0.093,0,0.143,0,0,0,0.143,0.143
Body sleepy mind active . sad . . . ready work 30 minutes . Damn !,3,0.213,0,0.062,2,0,0,0.062,0
allow control actions . overcome fear exactly thing afraid .,3,0.133,0,0,0,0,0,0.1,0.2
consumed usually consume year hour . . . lamb,3,0.12,0,0,2,0,0,0,0
"busy day , nt watch match realize "" hope recorded :|",3,0.147,0,0.091,0,0.091,0,0,0
"people demand respect respect ,",3,0.067,0,0,0,0.4,0,0,0
Termination rate 22 . 22 % got ta things shake,3,0.133,0,0.2,0,0,0,0,0.2
"talk kids , certain looks know exactly . . . . .",3,0.16,0,0,4,0.083,0,0,0
confronted unknown woman asda words ' hope sober weekends antics ',3,0.147,0,0,0,0.091,0,0.091,0
"white lady told incite suspicion based look , 6'4 ' , having tatoos , athletic build wear durag . WOW !",3,0.28,0.048,0.048,1,0,0,0,0.048
Strictly avoid frightening ideas,3,0.053,0,0,0,0,0,0,0.25
RTE bunch politicians waiting live facing grumpy Sean O'Rourke nervous,3,0.133,0.1,0.2,0,0,0,0,0.1
"Let panic . Beat NYG atop division , come home Cleveland . like 2 - 2 division win",3,0.24,0.056,0.111,0,0.167,0,0.056,0.111
past mistakes- similar terror pretty remarkable .,3,0.093,0,0,0,0.143,0,0.143,0.143
. . . nervous test rip,3,0.08,0,0,2,0,0,0,0.167
"time dentist , cried waiting room turn came .",3,0.12,0,0,0,0,0,0,0
Home heart lies ! Love little island birth city ai acting right m feeling good,3,0.2,0,0,0,0.267,0,0,0
greatest fears life find way retrieve googled .,3,0.107,0,0,0,0,0,0.125,0.125
allow control actions . overcome fear exactly thing afraid .,3,0.133,0,0,0,0,0,0.1,0.2
"Fear haunt , hope conquer .",3,0.08,0,0,0,0.167,0,0.167,0.333
"years protected seed , time beautiful flower . ~S . C . Paul",3,0.173,0.154,0.077,2,0.077,0,0,0
Mac update kind apprehensive .,3,0.067,0,0.2,0,0.2,0,0,0.2
False Evidence Appearing Real,3,0.053,0,0,0,0,0,0,0
"think scared future holds , wishing things",3,0.093,0,0,0,0,0,0.143,0.143
White Americans worried Arab terrorists . Black Americans fearful terrorist Police uniform daily basis .,3,0.2,0,0.267,0,0,0,0.2,0.267
"remember : serve pork today friends / family avoid , probably muslim terrorists . report !",3,0.213,0,0.062,0,0.125,0,0.062,0.062
"Aunty , nt twitter 2 follow u , u house everydAy . course loud . .",3,0.213,0,0.125,2,0,0,0,0
want slide dms m fucking shy,3,0.08,0,0,0,0,0,0,0
m like ' better ' moment cuz panic later obviously better . opportunity choose,3,0.187,0,0,0,0.071,0,0,0.071
"Know Spend Money , Spending Time Hopeless",3,0.093,0,0,0,0.143,0,0,0.143
thing makes impossible achieve : failure .,3,0.093,0,0,0,0.143,0,0,0.143
Caballero shocking,3,0.027,0,0.5,0,0,0,0,0.5
"Les mecs à la sortie du metro 4 à gdn , et qui attendent que tu passes pour degainer leur toupie lumineuse",3,0.293,0,0,0,0,0,0,0
wear headphones smoking . parents indefinitely come finally discover toker .,3,0.147,0,0,0,0,0,0,0
like cycling intimidate people powerful calves horrendous tan lines .,3,0.133,0,0,0,0.2,0,0.1,0.1
"people filled fear someday released : breathe easy , happening . &",3,0.16,0,0,0,0,0,0.083,0.083
"Acabo de confundir cierta persona en mi uni con "" cierta personita "" . mi conciencia deja",3,0.227,0,0.059,1,0,0,0,0
Going attempt learn swim . . . . Got ta tackle fear . . keyword,3,0.2,0,0,4,0,0,0.133,0.067
want doctor touching butt ! D : . . . supposed exams hinus cancer family .,3,0.213,0.062,0,3,0.062,0,0.062,0.062
irony Republicans - likely watch Fox News - distrust news media . Fox lies !,3,0.2,0,0.2,0,0.067,0,0.067,0.067
” fuck ya ignore feelings . . . m actually m feel ”,3,0.173,0,0,3,0,0,0,0
nervous,3,0.013,0,0,0,0,0,0,1
"Women share selling . undersell worth value . Leads missed opportunities , limits sales forms neg cycle .",3,0.24,0,0,0,0,0,0,0
met employment specialist morning basically told unlikely job clearly anxiety,3,0.133,0,0.1,0,0,0,0,0.1
bottle rat rosy nosy beer night Henry brought climbed curtain . condemn :(,3,0.173,0,0.077,0,0,0,0.077,0.077
Tenn Ole Miss declined play SC year .,3,0.107,0.125,0.25,0,0.125,0,0,0
entire thing shaking rlly bad heart racing tears lmao ( thanks mr . * * * * * ),3,0.253,0,0,6,0.105,0,0.053,0.105
- great time think world free,3,0.08,0,0,0,0.333,0,0,0
""" thing fear fear . "" -Franklin D . Roosevelt",3,0.133,0.1,0.1,1,0,0,0.2,0.2
"m scared clowns , exorcisms , creepy little ghost girls . spiders .",3,0.173,0,0,0,0,0,0.077,0.308
"think damaging car putting opsticles prevent opinions andthoughts , long RED WHITE blue ,",3,0.187,0.143,0.071,0,0,0,0.071,0
"trust closest , betrayal ! finally !",3,0.093,0,0,0,0,0,0.143,0
awful,3,0.013,0,0,0,0,0,0,1
factor tears rachel crow : (,3,0.08,0,0,1,0,0,0,0
girl n orders water u order bottle champagne,3,0.107,0,0,0,0,0,0,0
obstacle easily simply paying attention . Retweet .,3,0.107,0,0,0,0,0,0,0
"Lo ga takut ketinggian , yang lo takutin adalah jatoh dari ketinggian itu .",3,0.187,0,0.143,0,0,0,0,0
Strictly avoid frightening ideas,3,0.053,0,0,0,0,0,0,0.25
"jet life , fuck life . . . . pop bottles cuz bottle emotions . . open",3,0.227,0,0,4,0,0,0,0
"ai work , ai goes . getting high balance lows .",3,0.147,0,0,0,0,0,0,0
intense screwing lightbulbs feel like going shatter hands .,3,0.12,0,0,0,0.111,0,0.222,0.111
Fearless means need Courage .,3,0.067,0,0.2,0,0,0,0,0
thought nausea headaches passed lol feel awful today,3,0.107,0,0.125,0,0,0,0,0.125
year universal studios horror nights 3rd wheel lol 😊 😂,3,0.133,0,0.2,0,0,0,0.1,0.1
"Afraid love , break",3,0.053,0,0,0,0.25,0,0,0.25
sounds amazing . . find way watch product,3,0.107,0,0,1,0.125,0,0,0
"firm clutch 7 training session morning , things looking particularly promising",3,0.147,0,0.182,0,0,0,0,0
"hope comes haunt , maybe know felt like lowest",3,0.12,0,0,0,0.222,0,0,0.111
"Tired people pretending Islam misogynistic religions , coincidence Muslim countries terrible women .",3,0.173,0,0.154,0,0,0,0.077,0.077
think reason prevail election remember Hitler elected wholly ' reasonable ' society .,3,0.173,0,0.077,0,0.077,0,0,0
Greatest sign trust giving laptop phone hesitation,3,0.093,0,0,0,0,0,0,0
Mi padre ya está en el Hospital D :,3,0.12,0.111,0.111,0,0,0,0,0
Pretty excited American horror story tonight,3,0.08,0,0.167,0,0.167,0,0.167,0.167
time . Choose love . ~JG,3,0.08,0.167,0,1,0.167,0,0,0
Stand . . Grown Ass Man . . Gun Hand . . DNT MAN . .,3,0.213,0.125,0.062,4,0,0,0.062,0.062
Northampton awful,3,0.027,0,0.5,0,0,0,0,0.5
think people know right purpose having real .,3,0.107,0,0,0,0,0,0,0
"failure ? "" - dream , begin . Boldness genius , power magic . "" - von Goethe",3,0.24,0,0,4,0.167,0,0,0.056
Soon da city crab tryna pull u !,3,0.107,0,0,0,0,0,0,0
Wonder week home feel,3,0.053,0,0,0,0.5,0,0,0
Fuck y ' ignore feelings,3,0.067,0,0,0,0,0,0,0
City shutting shop thought amazing attacking ?,3,0.093,0,0,0,0.143,0,0.143,0.143
"Scary ppl killin outta Amazing Intresting Fact - Gary , Indiana murder capital U . S . - probably world .",3,0.28,0.095,0.095,1,0.048,0,0.048,0.095
"looking right eye sayin ' "" Fuck Way , Got Things ! """,3,0.173,0,0.077,2,0,0,0,0
"liar bully president ? vote matter , sorry vote year 2020",3,0.147,0,0.091,0,0,0,0.091,0.091
bus car crash . . . shaking bit . . . week absolute horror icing cake . . .,3,0.253,0,0.053,6,0,0,0.053,0.158
Republican says shining city think mean night light . Lots fear u choose live dark .,3,0.213,0,0.062,0,0.062,0,0.062,0.125
"talk goes , faith talk come . fear normally comes . surprise , law sowing reaping .",3,0.227,0,0,0,0.118,0,0.059,0.059
"men comes battle , God shadow",3,0.08,0,0,0,0.167,0,0.167,0.167
Forgot plug phone overnight,3,0.053,0,0.25,0,0,0,0,0
claimed things scare usbut tough ancestry,3,0.08,0,0,0,0,0,0.167,0.167
remember Rooney wanted leave United fans threaten kill man bare junk . . . wanna regretting ? 😂 😂,3,0.253,0,0.211,2,0,0,0.105,0.105
decided write Esquire . going try job . probably end content writer Maxim,3,0.173,0,0.154,0,0.077,0,0,0
feel ghastly hoping post - birthday slump . research mode tomorrow way .,3,0.173,0,0.077,0,0.154,0,0,0.077
RIP ' dancing ' awful song dance,3,0.093,0.143,0,0,0.286,0,0,0.143
People hatin kind . . ? dteal girl / man arm . . SMH . .,3,0.213,0.062,0,4,0.062,0,0.062,0.062
Ask day : ruled fear hatred ruled love sacred ?,3,0.133,0,0,0,0.1,0,0.2,0.2
m honest m tired settle .,3,0.08,0,0,0,0,0,0,0
