0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
famili,pictur,today,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,woke,up,in,a,differ,set,of,cloth,i,went,out,last,night,in,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wanna,go,to,the,golf,wang,shop,so,bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feel,pretti,aw,.,and,i,realli,ca,n't,handl,these,pictur,in,my,patho,book,tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,promis,!,when,you,have,god,on,your,side,",",you,will,find,yourself,smile,for,no,reason,at,all,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nu,kijk,ik,op,de,ns,site,...,maar,door,de,spit,duurt,die,rei,3,kwartier,inplaat,van,een,halv,...,half,uur,wachten,:'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peopl,come,back,.,i,miss,you,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last,day,work,with,larri,moss,.,his,stori,and,passion,for,the,art,of,act,is,inspir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
write,is,fun,when,it,'s,just,for,you,and,your,peer,.,it,becom,scari,when,you,start,send,out,your,work,to,be,judg,and,reject,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,'s,my,birthday,i,am,about,to,set,off,for,a,manag,cours,interview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,veri,rare,am,in,desper,need,of,someon,to,talk,to,.,tonight,is,one,of,those,night,.,everyon,is,sleep,.,i,'m,at,a,loss,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,actual,thanksgiv,food,today,...,but,no,pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be,in,the,car,with,my,mom,drive,is,the,scariest,thing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
school,and,work,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hate,it,when,you,ve,just,submit,your,essay,that,took,you,forev,to,do,and,then,you,get,anoth,one,given,to,do,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
do,n't,be,fool,by,my,beauti,face,i,am,a,rage,beast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,just,had,to,see,how,good,your,new,man,realli,fuck,you,",",becaus,you,ve,both,been,fuck,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,",",all,the,teacher,decid,to,give,me,more,homework,than,they,have,all,semest,this,week,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,i,have,to,write,my,research,paper,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,had,to,add,",",i,'m,realli,excit,about,start,work,on,monday,!,been,so,long,...,i,ca,n't,wait,to,sign,that,rn,behind,my,name,again,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,everi,singl,human,in,india,is,assur,secur,like,ajmal,kasab,.., ,and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
when,you,yell,at,the,oven,to,cook,your,food,faster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
class,then,jam,out,my,last,paper,of,the,quarter,., ,no,reason,to,celebr,though,.,studi,will,begin,right,after,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,dentist,veri,scare,.,i,could,run,away,instead,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fear,factor,make,a,comeback,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christma,joy,is,here,everyon,all,happi,becus,decmber,is,the,time,were,u,get,readi,for,christma,muisc,and,christma,joy,i,'m,all,happi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,anoth,day,in,american,war,...,visual,learn,experi,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tire,all,day,",",ca,n't,sleep,at,night,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
long,titti,no,nippl,have,ass,bi**h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,m,strong,becaus,i,m,weak,",",im,beauti,becaus,i,knw,my,flaw,",",im,fearless,bcos,i,ve,been,afraid,",",i,can,laugh,becaus,i,ve,known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
that,utter,devast,moment,when,you,realis,that,you,have,outgrown,a,childhood,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,fail,a,physic,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,that,was,a,good,day,.,and,i,'m,not,even,drunk,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home,from,work,",",now,time,to,finish,up,my,homework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,not,go,to,have,a, ,base,on,-,how,mani,time,doe,my,bf,need,to,repeat,.,i,swear,bt,make,him,all,weird,-,like,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shower,and,then,knock,these,two,page,from,my,essay,and,anoth,paper,and,a,powerpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lunch,with,the,old,folk,at,the,club,then,head,back,up,to,tampa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basic,i,just,wanna,hibern,till,next,saturday,but,see,as,i,ca,n't,tomorrow,morn,will,just,have,to,do,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,feel,much,better,today,but,i,have,to,tri,and,pull,it,togeth,for,work,.....,not,even,move,yet,.....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor,jimmi,copper,.,doe,n't,know,how,to,tweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,kill,me,when,peopl,have,all,these,emot,that,they,just,ca,n't,express,in,a,matur,manner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strict,avoid,frighten,idea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,other,news,.,i,'m,run,on,4,hour,of,sleep,and,might,be,up,all,night,finish,a,project,on,centenni,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
♥,did,2,random,interview,for,newspap,this,wk,!,alway,funand,okay,mayb,1,was,nt,so,random,",",it,was,abt,the,engag,!,in,all,thing,!,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mad,i,had,to,miss,the,game,last,night,:,//,",",now,school,?,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pabst,in,hand,",",gopher,puck,on,the,telli,and,and,empti,hous,.,i,may,unbuckl,the,top,of,my,pant,and,make,involuntari,sound,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knp,selalu,ngebayangin,mimpi,itu,",",...,pleasee,god,elimin,da,dream,of,ma,mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,while,my,hair,is,dri,i,think,i,m,a,start,of,my,christma,list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,best,and,worst,person,characterisitc,is,empathi,...,i,feel,for,other,loss,deepli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wrap,christma,present,:),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ughhhh,.,time,to,go,to,the,hellhol,until,five,o'clock,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,we,start,stay,open,until,10,pm,.,it,was,nice,know,my,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oh,crap,.,saw,a,cockroach,in,the,kitchen,.,should,i,ignor,it,or,go,for,it,?,t_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good,morn,all,.,my,last,work,week,of,the,year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight,is,delay,20,minut,alreadi,:(,that,mean,more,time,for,cs,homework,",",updat,make,and,organ,at,the,airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,got,this,insan,faux,-,hawk,.,ca,n't,stop,check,out,my,new,haircut,in,the,mirror,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y'all,do,n't,realiz,how,epic,this,movi,is,for,me,..,i,am,buddi,the,elf,.,this,movi,is,my,life,.,and,i,'m,watch,it,with,jen,berglund,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,most,beauti,day,of,celebr,with,famili,...,my,cup,overflow,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,staff,for,my,gandalf,action,figur,has,mysteri,disappear,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,to,clean,my,room,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dam,man,i,am,mad,lose,my,call,of,duti,skill,bro,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
look,like,i,m,spend,thanksgiv,with,my,soccer,team,-_-,do,nt,let,the,face,fool,you,i,m,happi,deep,deep,down,insid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
breath,in,silver,-,white,w,/,aqua,energi,",",build,pillar,up,to,sourc,/,down,to,earth,core,-,allow,to,flow,thru,the,pillar,now,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
happi,80th,b,-,day,to,my,mom,today,!,and,happi,22nd,anniversari,to,my,hero,hubbi,today,!, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,transit,is,near,complet,.,mirror,",",mirror,",",on,the,wall,...,i,am,my,mother,after,all,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,thing,i,fear,onc,20,year,from,now,.,not,be,abl,to,provid,for,my,famili,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,have,a,feel,...,could,be,the,end,of,our,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook,is,nt,fuck,tumblr,you,do,nt,just,put,',wait,4,ma,gal,to,come,round,',with,a,pictur,of,you,pose,omfg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,think,i,'m,the,onli,girl,whose,mom,wo,n't,let,her,go,shop,on,black,friday,., ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leg,are,kill,me,and,i,'m,on,the,anim,unit,allday,tommorrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ok,i,still,ca,nt,find,my,car,max,build,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
so,happi,i,onli,have,2,shift,next,week,......,but,then,my,mood,die,caus,i,rememb,i,'m,go,to,be,a,mother,all,weekend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peopl,realli,should,be,abl,to,turn,their,emot,off,",",they,just,mess,thing,up,!,!,:,(,(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,ese,fue,el,último,updat,al,svn,de,circus,charli,",",ya,me,da,nostalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,realiz,it,'s, ,night,-,alway,realiz,that,right,befor,bed,.,now,wait,for,my,shot,to,warm,up,..., ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bcpe,.,new,women,'s,christma,.,christma,sweater,and,shirt,.,nutcrack,with,st,famili,.,st,christma,parti,.,christma,music,.,22,day,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
got,ta,get,on,this,earli,flight,back,to,ga,tomorrow,.,at,least,i,ll,be,back,home,in,a,coupl,of,week,for,a,real,break,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,day,until,my,new,site,relaunch,.,in,my,heart,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,offic,is,on,bubl,countdown,",",he,'s,gon,na,be,sing,live,on,radio,1,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shart,great,expect,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thank,",",twitter,.,i,just,spent,the,last,hour,of,a,wonder,nap,with,babi,think,about,honor,kill,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,hour,of,club,tomorrow,.,<3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,have,a,journal,do,n't,read,the,past,.,:(,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
about,to,take,my,final,in,my,bio,lab,and,no,more,come,bck,....,yayyy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thanksgiv,at,christ,'s,give,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,gain,reign,over,the,demon,that,sought,refug,in,the,domain,of,my,thought,by,invok,it,name,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hate,it,when,i,googl,my,dream,and,the,mean,can,relat,to,my,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,past,week,on,twitter,has,shown,me,how,fake,ppl,are,in,atl,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
happi,thanksgiv,to,all,u,sad,peopl,tht,r,look,at,my,twitter,when,u,can,be,eat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red,line,across,my,tv,make,me,wanna,top,my,self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
happi,thanksgiv,y',all,.,be,thank,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,to,studi,onc,again,.,except,this,time,for,ann,'s,class,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bought,my,first,xmas,gift,today,!,!,so,full,of,i,love,christma,time,!,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christma,decor,and,work,alll,night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how,did,i,not,realiz,that,i,was,sit,behind,this,beauti,ginger,man,?,oh,fuck,",",he,just,read,my,mind,and,put,his,hood,on,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,sooooooo,sleeepi,but,i,do,n't,want,the,weekend,to,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bring,on,the,debat,of,ecuador,.,coffe,was,promis,;,there,s,none,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca,n't,wait,till,factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
your,girl,booti,like,a,pancak,flat,flapjack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,current,down,to,a,maximum,of,4,hour,of,sleep,befor,my,first,day,of,train,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now,for,a,shitti,bus,journey,consist,of,a,stranger,ars,in,my,face,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,do,n't,wanna,jinx,it,",",but,i,'m,have,a,great,week,so,far,.,life,'s,on,the,uphil,.,finger,cross,that,it,stay,that,way,., ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,bless,to,work,where,i,do,",",but,home,is,where,the,heart,is,!, ,glad,to,be,home,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,even,half,way,through,my,work,go,to,be,at,it,all,night,at,this,rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,everi,  ,there,is, ,and,there,is,know,that,the,job,got,done,.,yo,mick,!,what,round,is,this,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,just,want,time,for,christma,.,time,and,happi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,'m,on,a, ,vibe,gon,feed,this,depress,to,the,paper,with,a,pen,as,the,spoon,.,my,pad,is,hungri,and,imma,feed,it,this,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,feel,like,the,word,"""",deni,"""",is,in,everi,singl,song,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
christma,light,make,me,happi,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
just,found,out,i,m,have,my,wisdom,teeth,out,decemb,21st,.,onli,good,part,is,i,get,a,longer,christma,break,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
off,to,bosnia,via,croatia,.,stop,off,for,short,layov,in,zagreb,today,for,dinner,and,drink,w/,besti,",",then,2,day,layov,on,way,back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,hate,fall,asleep,with,someon,and,when,i,wake,up,their,not,there,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,moment,you,realiz,you,ve,lost,the,one,person,you,alway,need,most,but,would,n't,admit,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
earli,christma,present,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,friend,came,over,to,my,hous,for,a,sleepov,and,she,forgot,her,copi,of, ,death,hallow,part,2,.,realli,?,?,d,:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
take,it,out,on,sm1,els,is,n't,the,an,.,bottl,it,up,is,n't,either,.,we,all,nid,a,',proper,',releas,.,an,outlet,.,hmmn,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,last,tweet,was,for,a,gemini,...,is,my,natur,emot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tower,heist,is,so,stinkin,',good,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awak,alreadi,., ,crap,sleep,., ,got,no,voic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,ipod,die,:(,that,mean,no,facebook,or,twitter,till,i,'m,off,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you,may,think,i,'m,a,bitch,but,atleast,i,have,an,opinion,and,a,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
home,to,make,some,lunch,and,then,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mom,say,that,i,need,to,eat,well,becuz,i,'m,grow,up,!,well,",",what,a,great,excus,for,me,to,eat,and,gain,weight,without,feel,guilti,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
although, ,realli,began,last,sunday,",",we,are,now,in,a,period,of,look,back,at,christ,'s,first,come,and,forward,to,his,second,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
for,some,reason,i,woke,up,thinkin,it,was,friday,then,i,got,to,school,and,realiz,it,realli,monday,-_-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
♥,i,look,around,at,all,the,love,in,my,life,",",and,i,ca,n't,believ,how,bless,i,am,.,♥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xmas,shop,today,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
men,want,a,good,woman,but,what,s,the,point,if,your,too,inconsider,n,selfi,to,even,appreci,her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,fear,that,one,day,i,will,wake,up,and,all,my,nightmar,will,come,true,and,i,will,loos,everyon,so,dear,to,me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
famili,christma,pictur,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
run,errand,with,my,mom,=,favorit,past,-,time,..,especi,dure,the,holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,should,be,go,to,bed,...,but,i,'m,not,sleepi,as,usual,.,and,6am,is,right,around,the,fckin,corner,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuck,all,y,all,we,ignor,feelin,here,pre,matur,millionair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""",true,courag,is,not,the,absenc,of,fear,-,but,the,willing,to,proceed,in,spite,of,it,"""",~unknown,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
