t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
think people cool people feel uncomfortable nt want spend moment frustrate love meeting people trying understand,3,0.5,0,0,0,0.062,0,0.062,0
help people feel helpless visiting friends family ill grieving death loved,3,0.344,0,0,0,0.273,0.364,0.091,0.273
feel reassurance movements know aches pains m scared day s gone,3,0.344,0,0.091,0,0,0.182,0.091,0.182
feel uncertain design workshop fail,3,0.156,0,0,0,0,0.2,0,0.2
nt feel strange discipline point writing class matriculation d,3,0.281,0,0,0,0,0,0,0
m feeling reluctant work right,3,0.156,0,0,0,0,0,0,0
hope parents feel times afraid try different things,3,0.25,0,0,0,0.125,0,0,0.125
feel pretty bashful getting wrong,3,0.156,0,0,0,0,0,0,0
feel uncertain afraid insecure,3,0.125,0,0,0,0,0.25,0,0.25
feel suspicious,3,0.062,0,0,0,0,0,0,0
feel day taken away happened naturally m anxious similar waiting wings,3,0.344,0,0.091,0,0.091,0,0,0.091
aware right instead sensing calmly inside feel clinging tightly terrified going let,3,0.375,0,0,0,0,0,0,0.083
feel voice shaky presenting like improve,3,0.188,0,0,0,0.333,0,0,0
celia sending hug know dosnt help think feel frightened,3,0.281,0,0,0,0.111,0.111,0,0.111
stepped blogging folks saying missed m feeling paranoid wrote people came read,3,0.375,0,0,0,0,0.083,0,0.083
don t know act feeling reluctant damn near,3,0.25,0,0,0,0,0,0.125,0
sit listen conversation feeling uncomfortable,3,0.156,0,0,0,0,0,0,0
feel like stomach knots uncertain future holds,3,0.219,0,0,0,0.143,0,0,0
feel d shaken evras hand dust settled,3,0.219,0,0,0,0,0,0,0
didn t want feel threatened challenged bothering customers,3,0.25,0,0,0,0,0,0.125,0.125
find strangely considering like thoughts getting comments getting comments especially taken personally makes feel strangely hesitant continuing,3,0.531,0,0,0,0.059,0,0,0
m feeling shaky feverish mad,3,0.156,0,0,0,0,0.2,0.2,0.2
know mean harm nt help feel assaulted time bring,3,0.281,0,0,0,0,0.111,0.222,0.222
love says know feelings real little unsure feels,3,0.25,0,0,0,0.125,0,0,0
feel little intimidated year know m gon na work harder sure grades higher year,3,0.438,0,0.071,0,0,0,0.071,0.071
feel like m paranoid know,3,0.156,0,0,0,0.2,0,0,0.2
worked hard feeling reluctant,3,0.125,0,0,0,0,0,0,0
think feel restless tonight,3,0.125,0,0.25,0,0,0,0,0
don t know feel scared sudden stand try away gnarled old turnip hand grabs shoulder voice whispers ear hear squall fall fucking pushes,3,0.719,0,0,0,0,0,0.087,0.043
m feeling frightened unnamed unknowable worries,3,0.188,0,0,0,0,0.333,0,0.333
seriously doubt lord byron talking feeligns outrage pictures tortured detainees,3,0.312,0,0,0,0,0.1,0.2,0.2
feeling distraught dark place suppose tell tone way wrote,3,0.281,0,0,0,0,0.222,0,0.111
feeling frantic untangled confused encouraged felt ineffective,3,0.219,0,0,0,0.143,0,0,0.143
stay air feel afraid,3,0.125,0,0,0,0,0,0,0.25
write work feelings feel safest vulnerable,3,0.188,0,0,0,0,0,0,0.167
admit feeling little nervous usually,3,0.156,0,0,0,0,0,0,0.2
feel like clinique crapton ingredients product m skeptical,3,0.25,0,0,0,0.125,0,0,0
feel like m tortured,3,0.125,0,0,0,0.25,0.25,0.25,0.25
feel helpless moments,3,0.094,0,0,0,0,0.333,0,0.333
feel uncomfortable sharing feel uncomfortable,3,0.156,0,0,0,0,0,0,0
m feeling frantic days,3,0.125,0,0.25,0,0,0,0,0.25
pandai wrote m awayp alrite thank determined v tired feel bit reluctant write guess,3,0.438,0,0,0,0.071,0,0,0
feel suspicious tbh,3,0.094,0,0,0,0,0,0,0
admit going x men class feeling bit skeptical heard good things,3,0.344,0,0,0,0.091,0,0,0
m feeling skeptical adn trying optimistic break perception dislike puts head m going hurt create self fulfilling prophecy hurt,3,0.594,0,0,0,0.105,0.158,0.105,0.105
problem story hear amazing awkward feel confused el hubbo person want run usually,3,0.406,0,0,0,0.077,0,0,0
feel helpless hopeless moment m people love dearly,3,0.25,0,0,0,0.125,0.25,0,0.25
gave halfway everytime want finishing feel restless unmotivated s,3,0.281,0,0,0,0,0,0,0
knew arc grandparents lives frame story unravelled don t recall feeling intimidated recall feeling like giving occasions,3,0.531,0,0,0,0.059,0,0.059,0.059
like risks spontaneous hate feeling anxious avoid feeling anxiety,3,0.281,0,0,0,0.111,0.222,0.111,0.444
born raised catholic little hated going church sitting boring mass walking church feeling s scared believe god,3,0.531,0,0,0,0.059,0.059,0.118,0.118
feel bit reluctant diarize m complete beginner swimming ignorance occurs expert nbs like wonder experience like,3,0.5,0,0,0,0.25,0,0,0
m feeling frantic week,3,0.125,0,0,0,0,0,0,0.25
feel scared feel safe,3,0.125,0,0,0,0,0,0.25,0.25
nt want feel fearful future,3,0.156,0,0,0,0,0.2,0.2,0.2
feel unsure feel little bit excited,3,0.188,0,0,0,0.167,0,0,0
feeling weird alhamdulillah prjct work addmaths,3,0.188,0,0,0,0,0,0,0
remember feeling frightened,3,0.094,0,0,0,0,0.333,0,0.333
feel frightened,3,0.062,0,0,0,0,0.5,0,0.5
feeling bit confused point realized supposed way,3,0.219,0,0,0,0,0,0,0
tried adult tell straight feel little threatened girl right told,3,0.312,0,0,0,0,0,0.1,0.1
actually started feeling nervous walked overgrown path woods,3,0.25,0,0,0,0,0,0,0.125
feel shy fact love inanimate things,3,0.188,0,0,0,0.167,0,0,0
feel little shy comes having peers read paper,3,0.25,0,0,0,0,0,0,0
feel lends distressed,3,0.094,0,0,0,0,0.333,0,0.333
found pregnant home pregnancy tests took able blood test wednesday feeling paranoid wrong,3,0.406,0,0.077,0,0.077,0,0,0.154
feeling edge fearful day negativity,3,0.156,0,0,0,0,0.4,0.2,0.2
think ve finally decided declare english major feel little reluctant,3,0.312,0,0,0,0,0,0,0
hated feeling helpless desperate,3,0.125,0,0,0,0,0.75,0.25,0.75
feel overwhelmed,3,0.062,0,0,0,0,0.5,0,0
ve written gives feeling overwhelmed,3,0.156,0,0,0,0,0.2,0,0
feel need skeptical type thing,3,0.156,0,0,0,0,0,0,0
know want feel need little afraid cools s ok alright cause reason want mean want,3,0.469,0,0,0,0,0,0,0.067
feel uptight,3,0.062,0,0,0,0,0,0,0
feel like bed uncomfortable,3,0.125,0,0,0,0.25,0,0,0
m scared way tells feels shaken destroyed breaking hearts nt avoid tears falling lolling m scared caring pain feel overbearing got fearing life,3,0.719,0,0,0,0.043,0.174,0.217,0.217
feeling threatened,3,0.062,0,0,0,0,0,0.5,0.5
hate feel paranoid think ill lose mind nt sleep soon,3,0.312,0,0,0,0,0.3,0.1,0.3
guess long feel look weird,3,0.156,0,0,0,0,0.2,0,0
couldn t begin explain feels like s distraught,3,0.25,0,0,0,0.125,0.125,0,0
feeling paranoid times look people especially love mirror,3,0.25,0,0,0,0.125,0,0,0.125
m person usually mood wear particular nt particular item end feeling uncomfortable place,3,0.406,0,0,0,0,0,0,0
feel like bit shaky,3,0.125,0,0,0,0.25,0,0,0
learned group therapy class anxious lot living future feeling fearful feeling guilt living past regrets,3,0.469,0,0,0,0,0.2,0.067,0.133
found feel dating pressured formal lot self conscious focus instead getting know woman,3,0.406,0,0,0,0,0,0,0
avoiding talking counselor feel sexually assaulted college,3,0.219,0,0,0,0,0,0.143,0.143
starting feel uncomfortable switching positions legs stop feeling sore sitting floor pillow,3,0.375,0,0,0,0.083,0.083,0,0
guess anybody reading actually feeling terrified excited moment m think actually good thing,3,0.406,0,0,0,0.154,0,0,0.077
m feeling helpless clueless homesick,3,0.156,0,0,0,0,0.4,0,0.2
feel m thinking things paranoid safety,3,0.188,0,0,0,0,0,0,0.167
nt help feeling skeptical,3,0.125,0,0,0,0,0,0,0
actually walked feeling afraid struggle body left weak weak pick weights,3,0.344,0,0,0,0,0.182,0,0.182
invite behavior feeling hesitant headset future having wrangle,3,0.25,0,0,0,0.125,0,0.125,0.125
feel agitated frought emotion stuck stuck worst feeling,3,0.25,0,0,0,0,0,0.125,0
feel afraid fate brothers sisters children living great country,3,0.281,0,0,0,0.222,0,0,0.111
feel frightened realize planet precarious,3,0.156,0,0,0,0,0.2,0,0.4
feel anxious jerusalem imagine frightening,3,0.156,0,0,0,0,0.2,0,0.4
want eliminate feeling teacher student afraid offer insight entire class fear wrong,3,0.375,0,0,0,0,0.167,0.083,0.25
told closest friend feeling somewhat scared entrust secret time feeling better thinking share feeling special,3,0.469,0,0,0,0.133,0,0.067,0.067
feel strange sad,3,0.094,0,0,0,0,0.333,0,0
took exam feeling nervous taking exam,3,0.188,0,0,0,0,0,0,0.167
certainly attest feeling bit reluctant time dress cause wear,3,0.281,0,0,0,0,0,0,0
feel distraught family deceased friends small town aquantiances,3,0.25,0,0,0,0.25,0.25,0,0
t finger think feeling uncertain m,3,0.188,0,0,0,0,0,0,0
feel ve shaken comfort zone,3,0.156,0,0,0,0.2,0,0,0
began feel extremely apprehensive find house schedule visit,3,0.25,0,0,0,0,0,0,0.125
feel shy discussing m afraid comes defensive,3,0.219,0,0,0,0,0,0,0.143
longer feel frightened delve realms emotional involvement,3,0.219,0,0,0,0,0.143,0,0.143
optimistic start feel bit uncertain hesitant nt explain gut feeling,3,0.312,0,0,0,0.1,0,0,0
stop feeling anxious amp start enjoying life hours ago,3,0.281,0,0.111,0,0,0,0,0.111
feel getting agitated longer playing creatively energy unfocused play end destructive rough negative etc,3,0.438,0,0,0,0.143,0.071,0.143,0.071
count passing seconds feeling paranoid realize time thought,3,0.25,0,0.125,0,0,0,0,0.125
remember feel scared,3,0.094,0,0,0,0,0,0.333,0.333
deeply absorbed story reading began feel frantic anxious thought having book,3,0.344,0,0,0,0,0,0,0.182
reason till daniel stated vision feeling air frightened ran hid,3,0.312,0,0,0,0,0.1,0,0.1
heard owner felt ok nt feel scared afraid said,3,0.281,0,0,0,0,0,0.111,0.222
m feeling pretty uptight body,3,0.156,0,0,0,0,0,0,0
bm feel threatened,3,0.094,0,0,0,0,0,0.333,0.333
feeling little pressured,3,0.094,0,0,0,0,0,0,0
feel intimidated simple recipe know simpler difficult,3,0.219,0,0,0,0,0,0.143,0.143
pretty bad headache feeling kind shaky weak,3,0.219,0,0,0,0.143,0.143,0.143,0.143
want believe thing good today making interviewers feel intimidated gorgeousness nt want,3,0.375,0,0.083,0,0.167,0,0.083,0.083
feel like restless year old t turn mind,3,0.25,0,0.125,0,0.125,0,0,0
feeling apprehensive way feel safe,3,0.156,0,0,0,0,0,0,0.2
forced home uncomfortable feeling extremely vulnerable,3,0.188,0,0,0,0.167,0,0,0.333
realized feeling nervous saying going drawings day december,3,0.25,0,0,0,0,0,0,0.125
ve scared angry bank feeling left unsure talk mom future bright worry gods plan greater imagine,3,0.5,0,0,0,0.062,0.062,0.125,0.125
want feel frightened fail,3,0.125,0,0,0,0,0.5,0,0.5
m feels strange,3,0.094,0,0,0,0,0,0,0
skirted outsides feeling suspicious intimidated collective homogenous group,3,0.25,0,0,0,0,0,0.125,0.125
ve feeling nt know begin nt paranoid word kind crude feel,3,0.344,0,0,0,0.091,0,0,0.091
feeling kind overwhelmed meal prep,3,0.156,0,0,0,0.2,0.2,0,0
got totally straight stuff feel like little uptight,3,0.25,0,0,0,0.125,0,0,0
began feel hesitant bringing bit defensiveness,3,0.188,0,0,0,0,0,0,0
terrified moments feel terrified,3,0.125,0,0,0,0,0,0,0.5
feel little intimidated thing m honest,3,0.188,0,0,0,0,0,0.167,0.167
things admitted finally feeling hesitant explain,3,0.188,0,0,0,0,0,0,0
feel shaken faith,3,0.094,0,0,0,0.333,0,0,0
wish respect sympathize feel insecure tend look past,3,0.25,0,0,0,0.125,0.125,0,0
sat asking god stop feeling afraid nt actual fears substance,3,0.312,0,0,0,0.1,0.1,0.1,0.2
feeling anxious away,3,0.094,0,0,0,0,0,0,0.333
m feeling insecure worried right,3,0.156,0,0,0,0,0.4,0,0.2
ve miserably live hell weeks internet like hand chopped nt single thing feeling helpless,3,0.438,0,0.071,0,0.071,0.214,0.143,0.143
feel overwhelmed wondering going feel start marketing criticized,3,0.25,0,0,0,0.125,0.125,0.125,0
feel restless little agitated,3,0.125,0,0,0,0,0,0.25,0
compare feel insecure,3,0.094,0,0,0,0,0.333,0,0
try plan ahead circle wagons feel threatened,3,0.219,0,0,0,0,0,0.143,0.143
feel fearful ready happening,3,0.125,0,0,0,0,0.25,0.25,0.25
tend agree feeling living fearful paranoid society,3,0.219,0,0,0,0,0.143,0.143,0.286
think handled feel pretty shaken,3,0.156,0,0,0,0,0,0,0
definitely feel change coming m normally hesitant change m actually looking forward,3,0.375,0,0,0,0,0,0,0
touchy feely person afraid,3,0.125,0,0,0,0,0,0,0.25
m feeling agitated keen bigger better things surely testament fact m pretty healed,3,0.406,0,0,0,0,0,0.077,0
like feel pressured prepare,3,0.125,0,0,0,0.25,0,0,0
feel paranoid m people need advice,3,0.188,0,0,0,0,0,0,0.167
eszter admit feeling uncomfortable meeting new people social opposed work situations,3,0.344,0,0,0,0,0,0,0
feel reluctant forgive times,3,0.125,0,0,0,0,0,0,0
thing hair s thing s changed says nodding direction rainbow coloured hair alex feel like shy little kid,3,0.562,0,0,0,0.167,0,0,0
thought lose seeing stat shows right feel terrified,3,0.25,0,0,0,0,0.125,0,0.125
don t like feeling tortured,3,0.156,0,0,0,0.2,0.2,0.2,0.2
understand feel alarmed things presuming tell know psychiatric problems pdoc therapist hospital staff wrong,3,0.438,0,0,0,0,0,0,0.071
spread hands wide feeling helpless,3,0.156,0,0,0,0,0.2,0,0.2
believe reasonable feel distressed,3,0.125,0,0,0,0,0.25,0,0.25
feel bashful discussing m closet gamer millions people world thing,3,0.312,0,0.1,0,0,0,0,0
feeling overwhelmed options like red cropped sweater best friends sweater bird frog toys future babies people having snood,3,0.562,0,0,0,0.167,0.056,0,0
feel frightened,3,0.062,0,0,0,0,0.5,0,0.5
left feeling little shaken,3,0.125,0,0,0,0,0,0,0
think agree entering procedure understanding happen leave feeling uncertain apprehensive,3,0.312,0,0,0,0,0,0,0.1
feel indecisive t decisions,3,0.125,0,0,0,0,0,0,0
feel uncertain wishy washy notably uncreative,3,0.188,0,0,0,0,0,0,0
spent lot time feeling wimpy fact write noon,3,0.25,0,0.125,0,0,0,0,0
confess feel overwhelmed,3,0.094,0,0,0,0,0.333,0,0
feel reluctant actually write,3,0.125,0,0,0,0,0,0,0
weird funk totally blank feel nt stop thinking m kind agitated world general,3,0.406,0,0,0,0.077,0,0.077,0
feeling restless failures almond burfi tried different sources,3,0.25,0,0,0,0,0.125,0,0.125
m feeling mind confused want sleep nowadays,3,0.219,0,0,0,0,0,0,0
m planner feeling frantic game plan life,3,0.219,0,0,0,0,0,0,0.143
capable makes feel vulnerable cause come conclusion nt work effort pay,3,0.344,0,0,0,0,0,0,0.091
drafted post month ago m feeling uncertain,3,0.219,0,0,0,0,0,0,0
told couple hrs dinner maybe skip dinner nt wanna feel weird hurt,3,0.375,0,0.083,0,0,0.083,0.083,0.083
hate indebted people especially certain people especially feeling vulnerable,3,0.281,0,0,0,0,0.111,0.111,0.222
woke morning began feel anxious upcoming bike ride,3,0.25,0,0.125,0,0,0,0,0.125
knew nt feeling afraid losing,3,0.156,0,0,0,0,0.2,0,0.2
m feeling little frantic list,3,0.156,0,0,0,0,0,0,0.2
feeling fearful right hold moment remind going okay,3,0.25,0,0,0,0,0.125,0.125,0.125
don t like market makes feel uncomfortable,3,0.219,0,0,0,0.143,0,0,0
going drivers licence time,3,0.125,0,0,0,0,0,0,0
spent years feeling unsure unhappy way looked,3,0.219,0,0.143,0,0,0.143,0,0
feel bit fearful feeling stressed drinking,3,0.188,0,0,0,0,0.167,0.167,0.333
feel anxiety creeps feeling vulnerable stuff especially night dark exhausting trying prove m weird stupid,3,0.469,0,0,0,0,0.133,0,0.2
feel suspicious job secured week announcement,3,0.188,0,0.167,0,0,0,0,0
remember k feeling unsure signed feeling little unsure signing mile trail run,3,0.375,0,0.083,0,0,0,0,0
m feeling uncomfortable comfort warmth,3,0.156,0,0,0,0.4,0,0,0
feel terrified bringing little girl world cast consuming virgin whore dichotomy whirlpool,3,0.375,0,0,0,0,0,0,0.083
feeling uncertain exam able home worrying answer,3,0.219,0,0,0,0.143,0.143,0,0.143
got know message feeling fearful,3,0.156,0,0,0,0,0.2,0.2,0.2
m feeling nervous,3,0.094,0,0,0,0,0,0,0.333
woke feeling agitated kind agitation makes feel like snapping sight,3,0.312,0,0,0,0.2,0,0.2,0
feel afraid time powerful shotgun shoulder ball hand,3,0.25,0,0,0,0.125,0,0,0.125
don t feel shaky blood sugar levels focus,3,0.25,0,0,0,0,0,0,0.125
stay clear ring space declaring jihad american wrestling fans feel threatened compete action,3,0.406,0,0.077,0,0,0,0.077,0.154
feeling uncertain hold dissolve misguided belief need partner feel complete,3,0.312,0,0,0,0.1,0,0,0
d feared minor feels like weird collage gimmicky ideas,3,0.281,0,0,0,0.111,0.111,0.111,0.111
m feeling particularly helpless simple tasks like mountains overcome,3,0.281,0,0,0,0.111,0.111,0,0.111
s going right feel scared s come worried wo nt able cope frightened aspects pregnant woman mum,3,0.531,0,0,0,0,0.118,0.059,0.176
think ve finally jumped motherhood pool found thing m feeling extremely paranoid,3,0.375,0,0,0,0.083,0,0,0.083
feeling soooo uncomfortable hot,3,0.125,0,0,0,0,0,0.25,0
feel little shy think,3,0.125,0,0,0,0,0,0,0
sympathize heartbreak feels betrayal m reluctant judge harshly betrayal especially tries break free constraints present true face,3,0.531,0,0,0,0.118,0.176,0.176,0.118
mean word facebook posts emails like feel little shy comes thanking military person,3,0.406,0,0,0,0.154,0,0,0
think way possibly feel shaken write words,3,0.219,0,0,0,0,0,0,0
feel helpless wonder god sees faces takes,3,0.219,0,0,0,0.286,0.143,0,0.143
ve constantly feeling timid,3,0.125,0,0,0,0,0,0,0
ve trying brace day long long time m feeling totally shaken,3,0.344,0,0,0,0,0.182,0,0
feel threatened fringe big,3,0.125,0,0,0,0,0,0.25,0.25
hate feeling s m afraid convey feelings,3,0.219,0,0,0,0,0.143,0.143,0.286
nt want justify defend eat feel uncertain,3,0.219,0,0,0,0,0,0,0
feel nervous apprehensive excited anticipate weeks ahead,3,0.219,0,0.143,0,0.143,0,0,0.286
feel overwhelmed tired burned try think big picture,3,0.25,0,0,0,0,0.125,0,0
feeling bit apprehensive earlier month managed cry like th aging gracefully guess,3,0.375,0,0.083,0,0.167,0.083,0,0.083
feel like idea m m terrified m going hurt m wrong,3,0.344,0,0,0,0.091,0.091,0.091,0.182
feel question fellowship needs face fearful confront congregtion expend massive amounts energy trying happy energy better,3,0.5,0,0,0,0.062,0.062,0.125,0.062
think ill continue feel anxious,3,0.156,0,0,0,0,0.2,0,0.4
feeling gets words confused,3,0.125,0,0,0,0,0,0,0
ran small boy suddenly car,3,0.156,0,0,0,0,0,0,0
feel terrified sight new amp wierd arrangement room,3,0.25,0,0,0,0,0,0,0.125
going add photos today thank dear support feeling overwhelmed different moments,3,0.344,0,0.091,0,0.091,0.091,0,0
said post feels weird story,3,0.156,0,0,0,0,0,0,0
found anti climatic abrupt ending left feeling confused,3,0.25,0,0,0,0,0,0,0
m feeling indecisive,3,0.094,0,0,0,0,0,0,0
tumble turned pushed stroke feeling little confused,3,0.219,0,0,0,0,0,0,0.143
feel distressed nt,3,0.094,0,0,0,0,0.333,0,0.333
excited middle planned leave june feeling apprehensive come rest money,3,0.312,0,0.1,0,0.2,0,0,0.1
woke morning feeling anxious tightness chest unsure feeling way,3,0.281,0,0.111,0,0,0,0,0.111
feel completely helpless vulnerable ve,3,0.156,0,0,0,0.2,0.2,0,0.4
anouncement m feeling reluctant,3,0.125,0,0,0,0,0,0,0
began fall feeling knowledge making restless,3,0.188,0,0,0,0,0,0,0
blessed grace allah stop feeling threatened men choose defend sarcasm spiky behaviour forcing reject rude,3,0.469,0,0,0,0.133,0.067,0.133,0.2
barren think feel little uncomfortable,3,0.156,0,0,0,0,0.2,0,0
feel little hesitant usher change making fuss likely,3,0.25,0,0,0,0.125,0,0,0
feel shaken acknowledge point nearing end lifespan writing audience mind,3,0.312,0,0,0,0,0,0,0
m barely cold phone died nt music listen things came wake morning feeling unsure m proud grateful,3,0.531,0,0,0,0.176,0.059,0.059,0.059
feel neurotic usually know nt etc,3,0.188,0,0,0,0,0,0,0.167
feel uncertain great,3,0.094,0,0,0,0.333,0,0,0
think thought share doubt age feel insecure question,3,0.25,0,0,0,0,0.125,0,0
days ago looking undone dos boxes cabinets filling porch tree stumps filling tiny little yard feeling bit overwhelmed,3,0.562,0,0.056,0,0,0.056,0,0
feel intimidated government m woman s easily intimidated says,3,0.281,0,0,0,0,0,0.222,0.222
currently feel helpless citizen condemned choice ability strength contribute reversal countrys fortunes,3,0.375,0,0,0,0.083,0.167,0.083,0.167
m feeling little vulnerable right probably m tired want home having hormonal turbulence,3,0.406,0,0,0,0.077,0,0,0.154
mean awesome nt feeling threatened,3,0.156,0,0,0,0.2,0,0.2,0.2
woke feeling strange like sat head night,3,0.219,0,0,0,0.143,0,0,0
ve got shit care begin consider relaxing time relax ill forgotten feel distraught,3,0.406,0,0,0,0.154,0.231,0.077,0.077
stay afloat feel control petrified m petrified,3,0.219,0,0,0,0,0,0,0.286
feel somewhat hesitant old character,3,0.156,0,0,0,0,0,0,0
woke feeling distressed scared,3,0.125,0,0,0,0,0.25,0.25,0.5
feel hesitant try new ones,3,0.156,0,0,0,0,0,0,0
concluded things fact real beginning feel alarmed idea going getting brand new needy roommate nt know s dude,3,0.562,0,0,0,0,0,0,0.056
feel like m going pms agitated frustrated tired etc,3,0.281,0,0,0,0.111,0,0.222,0
feeling little wimpy speak didn t think sweetie empathizing lot transpiredj,3,0.344,0,0,0,0,0,0,0
feel apprehensive reentering race previously decided chance winning,3,0.25,0,0,0,0.125,0,0,0.125
ready face past m feeling apprehensive,3,0.188,0,0,0,0,0,0,0.167
admit bad anxiety feel terrified excited,3,0.188,0,0,0,0.167,0.167,0.167,0.5
ve feeling restless unfocused hope passes soon,3,0.219,0,0,0,0.143,0,0,0
feeling pressured order,3,0.094,0,0,0,0,0,0,0
think normal feel nervous assured boy reaching straightening tie,3,0.281,0,0,0,0,0,0,0.111
feeling restless sleepy decided instead going usual nap lace joggers fresh air,3,0.375,0,0,0,0,0,0,0
m nervous trigger binge honestly feel like doubtful,3,0.25,0,0,0,0.125,0,0,0.125
feel confused acting strong fighting like soldier inside nt know breathe like soul fly away,3,0.469,0,0,0,0.2,0,0.067,0.067
feel moment relief m terrified,3,0.156,0,0,0,0,0,0,0.2
feel hesitant beautiful stark und graphic images,3,0.219,0,0,0,0.143,0,0,0
love ocean feel trouble relating people unsure water,3,0.25,0,0,0,0.125,0,0,0
feeling paranoid wanting leave house,3,0.156,0,0,0,0,0,0,0.2
begin feel frantic like need need read need prove need find job right,3,0.406,0,0,0,0.077,0,0,0.077
feeling nervous friend fran universe calmed damn t turn neck,3,0.312,0,0,0,0.1,0,0.1,0.1
feeling pretty shaky sat table waiting gripping notebook questions,3,0.281,0,0,0,0,0,0,0
t figure feeling agitated,3,0.125,0,0,0,0,0,0.25,0
feeling bolder lately little fearful tad bit flirty,3,0.25,0,0,0,0,0.125,0.125,0.125
told hospital m feeling strange,3,0.156,0,0,0,0,0,0,0
feel bit uncertain s nice girl good friend material,3,0.281,0,0,0,0.222,0,0,0
ve feeling frantic remember dreams morning saturday remembered detail dream,3,0.312,0,0.2,0,0.2,0,0,0.1
feel like m pressured,3,0.125,0,0,0,0.25,0,0,0
feel suspicious m taking photos,3,0.156,0,0,0,0,0,0,0
feel tortured author bad day computer stars pretty bad,3,0.281,0,0,0,0,0.111,0.333,0.333
find sudden feeling like skeptical tea party sympathizing lunatic fringe outcast beer world delusional self appointed mouthpiece populist everyman beer snob middle ground different shade crazy sure,3,0.844,0,0,0,0.074,0.037,0.111,0.074
feel doubtful lately,3,0.094,0,0,0,0,0,0,0
horrible person feel shaky frightened right people tell story great,3,0.312,0,0,0,0.1,0.1,0.1,0.2
nt feel frightened prospect,3,0.125,0,0,0,0,0.25,0,0.25
feel restless drained distant savior m caught difficulties season,3,0.281,0,0,0,0.111,0.111,0,0
feel like things shaken spun flipped gotten bearings stood m upside ground,3,0.375,0,0,0,0.083,0,0,0.083
thank honest feel pressured,3,0.125,0,0,0,0.25,0,0,0
come home feeling restless blue,3,0.156,0,0,0,0.2,0,0,0
sort feeling hesitant going,3,0.125,0,0,0,0,0,0,0
feel place distraught,3,0.094,0,0,0,0,0.333,0,0
admit m feeling little uncertain nt,3,0.188,0,0,0,0,0,0,0
ashamed feel like moment terrified crying children dead ones,3,0.281,0,0,0,0.111,0.333,0.111,0.222
don t know hell feel afraid rush time,3,0.25,0,0,0,0,0.125,0.125,0.25
know state shock feeling pretty unsure comes nt worry s normal ll snap,3,0.406,0,0,0,0,0.077,0,0.154
m feeling little suspicious m sure,3,0.188,0,0,0,0,0,0,0
feel reluctant ask help,3,0.125,0,0,0,0,0,0,0
feel uncertain health,3,0.094,0,0,0,0,0,0,0
know m gon na feel fucking reluctant let,3,0.25,0,0,0,0,0,0,0
healing feeling shaky times managed finish work week,3,0.25,0,0,0,0,0,0,0
went home feeling stronger neurotic brain figuring kids bicycle car,3,0.312,0,0,0,0.2,0,0,0.1
close feeling love christ afraid come close actually let touch,3,0.312,0,0,0,0.4,0,0,0.1
feeling paranoid,3,0.062,0,0,0,0,0,0,0.5
feel reluctant walking trust,3,0.125,0,0,0,0,0,0,0
started feel little uncertain adaptation skills,3,0.188,0,0,0,0,0,0,0
held honor great difficulty feeling like tortured process,3,0.25,0,0,0,0.375,0.25,0.125,0.125
grunt reply feeling startled voice days ago,3,0.219,0,0,0,0,0,0,0
prayed nt lying went bed night feeling bit anxious,3,0.281,0,0,0,0,0.111,0,0.111
feeling agitated,3,0.062,0,0,0,0,0,0.5,0
come class feel like alarmed appropriate strategy use fit level learning style,3,0.375,0,0,0,0.083,0,0.083,0.083
feel uncomfortable gold paneling,3,0.125,0,0,0,0,0,0,0
looking forward interview wanted cancel reason feeling uncomfortable idea late graduation nt wanna stuck school peers strong steady workforce,3,0.594,0,0,0,0,0,0,0
start feeling anxious,3,0.094,0,0,0,0,0,0,0.333
nt understand laugh feel helpless hopeless tiny beaten little child self,3,0.344,0,0,0,0.091,0.182,0,0.182
confessed feeling bit agitated,3,0.125,0,0,0,0,0,0.25,0
t remember read gt lt think don t care matter fact don t like reading news times read think feel shaken sad,3,0.688,0,0,0,0.045,0.045,0,0
feel distressed maybe ideal situations,3,0.156,0,0,0,0,0.2,0,0.2
feel like finally realized sarah lawrence uncomfortable insecure helped friends,3,0.312,0,0,0,0.2,0.1,0,0
wish shake overall unnerving feeling pettiness distraught,3,0.219,0,0,0,0,0.143,0,0.143
trust god fill prescription pill feel overwhelmed anxiety giving advantage overcome anxiety handicap continue trust find peace presence,3,0.562,0,0,0,0.111,0.167,0,0.111
feel completely utterly distraught,3,0.125,0,0,0,0.25,0.25,0,0
feel weight makes paranoid bump,3,0.156,0,0,0,0,0,0,0.2
m feeling apprehensive coming runs tomorrow antibiotics,3,0.219,0,0.143,0,0,0,0,0.143
understand sookie feeling reluctant d contact bill,3,0.219,0,0,0,0,0,0,0
guess stress ve feeling little paranoid little jealous,3,0.25,0,0,0,0,0,0,0.25
feel helpless honestly somewhat bad mother,3,0.188,0,0,0,0,0.167,0.167,0.333
know s ridiculous confided feel intimidated contacting big gallery ask borrow work,3,0.375,0,0,0,0.083,0.083,0.167,0.083
nt feel pressured stay schedule thing minute,3,0.219,0,0,0,0,0,0,0
feel shaken appreciated tiny bit,3,0.156,0,0,0,0.2,0,0,0
deprived sleep m feeling restless day school able survive day,3,0.312,0,0.1,0,0,0.1,0.1,0.1
feel shaken listening albums,3,0.125,0,0,0,0,0,0,0
