t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
quentin sait aps dire eastpak dit aspak msk,3,0.099,0.000,0.000,0,0.000,0.125,0.000,0.125
"watched "" Single White Female . "" reason roommate sister . . . course husband .",3,0.198,0.000,0.062,3,0.000,0.000,0.000,0.000
man feel . .,3,0.049,0.000,0.000,1,0.000,0.000,0.000,0.000
Driving sa think gps taken mexican austin . . .,3,0.123,0.000,0.000,2,0.000,0.000,0.000,0.000
Sing . ! Wen Like Song . ! Curse Singing Frnt Ppl,3,0.148,0.000,0.167,2,0.250,0.083,0.083,0.083
Bring interview hospital tho,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
afraid clowns ? ? ? comment . . . .,3,0.123,0.000,0.000,5,0.000,0.000,0.000,0.100
"remember "" took land thanks "" day winning war terror AMAZING margin people",3,0.160,0.077,0.000,0,0.231,0.077,0.077,0.154
Hard hell tapped True Knowledge Self driven God .,3,0.111,0.000,0.111,0,0.111,0.111,0.111,0.111
"entiendo porque tanto drama para decirle alguien "" Hey encantas """,3,0.136,0.000,0.000,0,0.000,0.000,0.000,0.000
military base Florida having flashbacks Ranger School .,3,0.099,0.000,0.250,0,0.000,0.000,0.000,0.000
American horror story chill tonight ? 😌,3,0.086,0.000,0.286,1,0.000,0.143,0.143,0.143
"bad mood week , work horrific , decided start scrapbook summer vacation",3,0.148,0.000,0.167,0,0.167,0.083,0.167,0.167
Fear mind - killer . face fear . permit pass,3,0.123,0.000,0.000,0,0.000,0.200,0.200,0.200
Customer collects pens gave collection discontinued . afraid use . comes box .,3,0.160,0.000,0.000,0,0.000,0.000,0.000,0.077
"sure , ohio state terrible , ohio awful , etc , etcthese feelings began toldeo war , maybe campaign ?",3,0.247,0.000,0.100,0,0.000,0.100,0.050,0.150
pop Bottles Bottle emotions . Atleast da open . . .,3,0.136,0.000,0.091,2,0.000,0.000,0.000,0.000
"afraid tomorrow , seen yesterday love today . . . . .",3,0.148,0.000,0.250,4,0.083,0.000,0.000,0.083
awkward moment access commas .,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
"school , classmate music class sang Hallelujah like , god , friend breathless .",3,0.173,0.000,0.000,0,0.357,0.000,0.000,0.000
let fear thought failure stop reaching dreams .,3,0.099,0.000,0.000,0,0.125,0.250,0.125,0.250
people upset bill ? supposed know gov't control information ?,3,0.123,0.000,0.000,0,0.000,0.100,0.000,0.000
posh frightened . scared .,3,0.062,0.000,0.000,0,0.000,0.200,0.200,0.400
""" Let danger spur prevent fears , gives advantage danger . """,3,0.148,0.000,0.000,1,0.000,0.250,0.083,0.250
test nigga ur afraid die rules living,3,0.086,0.000,0.000,0,0.000,0.143,0.000,0.286
"night Super Dragon return action , California Dragon Blood Moon . Coincidence ? Hell .",3,0.185,0.000,0.133,0,0.067,0.067,0.067,0.267
illogical fear day try search facebook instead end putting status,3,0.123,0.000,0.000,0,0.000,0.100,0.100,0.100
Hope forever things . . . funny money changes,3,0.111,0.000,0.000,2,0.222,0.000,0.000,0.000
l sleep nah . Good darky cold nite .,3,0.111,0.000,0.000,0,0.111,0.000,0.000,0.000
"CAN'T EXPLAIN FEELINGS VERBALLY , EMOTIONALLY FLOW . . INSTEAD SAYING . . I'M GOOD AVOIDING ! !",3,0.222,0.611,0.000,3,0.056,0.000,0.000,0.000
"Aquila , Ajahnae , Euriechsa common ridiculously stupid , horrible , ugly , God awful names ? Tracey father",3,0.235,0.000,0.211,0,0.053,0.158,0.105,0.105
"Scared hell feelings , maybe stop b4 begins",3,0.099,0.000,0.000,0,0.000,0.125,0.250,0.250
Things - > Missing pursuit dreams successful avoiding failure .,3,0.123,0.000,0.000,0,0.200,0.200,0.000,0.100
Washing machine makes strange noise . . . . O . O,3,0.148,0.167,0.000,3,0.000,0.000,0.000,0.000
"wanna live like mother , wanna let rule life .",3,0.123,0.000,0.000,0,0.100,0.000,0.000,0.000
"O believed , fear Allah believe Messenger ; [ ] double portion mercy . . . ' ( Quran 57:28 )",3,0.259,0.048,0.095,6,0.000,0.048,0.048,0.048
"C'mon people , match think Dick Togo",3,0.086,0.000,0.143,0,0.000,0.000,0.143,0.000
terrific university - unique university . . Athabasca University head heart ' Peter MacKinnon,3,0.173,0.000,0.143,1,0.071,0.000,0.000,0.000
filled dread anytime background info Chef fantasy players .,3,0.111,0.000,0.111,0,0.000,0.111,0.111,0.111
"SheWomen share public speaking , Kathryn grp fear people wo interested , fear centre attn .",3,0.198,0.000,0.062,0,0.000,0.125,0.125,0.125
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
coffee 2 hours ago coming like bastard jitters ! Need 2 naggins calm ! ! !,3,0.198,0.000,0.125,2,0.062,0.000,0.062,0.062
wonder happen got pregnant . . . . ? ? ? ? Greg PASS tld tht . . . . . . wake hittin shit n cryin .,3,0.346,0.036,0.000,12,0.036,0.000,0.036,0.000
"m honest , tired bein subtle .",3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
decided write Esquire . going try job . probably end content writer Maxim,3,0.160,0.000,0.154,0,0.077,0.000,0.000,0.000
Couple douches row shitty sound guys kind distracting . bigger venue needed .,3,0.160,0.000,0.000,0,0.077,0.077,0.000,0.000
"adoption agent , folk RINGER kids . old Travionica Jenkins bust em . .",3,0.173,0.071,0.071,1,0.071,0.000,0.000,0.071
"Uhhooo dentist school , biggest probably , looking forward",3,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
time start taking advice,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Factor Coming Yay ! ! ! ! ! ! ! !,3,0.136,0.000,0.000,7,0.091,0.000,0.000,0.000
parents dropping school today . . .,3,0.086,0.000,0.143,2,0.000,0.000,0.000,0.000
"“ gain strength , courage confidence experience stop look fear face . ” Eleanor Roosevelt",3,0.185,0.000,0.067,1,0.067,0.067,0.067,0.067
pedicure supposed nice honestly nervous rn feet ticklish,3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.125
"walk darkness despondency , Sc . verses memorized shine light heart . Ex : Lam 3:22 - 25",3,0.222,0.000,0.111,0,0.167,0.056,0.000,0.056
gain confidence experience stop look face . ~ E Roosevelt,3,0.123,0.100,0.100,1,0.100,0.000,0.000,0.000
""" nt believe lies . . Look eyes . . . nt scared . . . scared "" .",3,0.235,0.000,0.000,6,0.000,0.053,0.105,0.105
want doctor touching butt ! D : . . . supposed exams hinus cancer family .,3,0.198,0.062,0.000,3,0.062,0.062,0.062,0.062
experienced horrible robbery Tuesday night . . . live ! overcome eventually .,3,0.160,0.000,0.154,2,0.000,0.077,0.154,0.154
"Women share selling . undersell worth value . Leads missed opportunities , limits sales forms neg cycle .",3,0.222,0.000,0.000,0,0.000,0.056,0.000,0.000
walk faith . . . live,3,0.074,0.000,0.000,2,0.167,0.000,0.000,0.000
"notice nurse dentist wearing yellow goggles ,",3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
literally home parents threaten charge rent start cleaning house everyday . OK .,3,0.160,0.077,0.000,0,0.077,0.000,0.077,0.077
look man straight eye area .,3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"holds ? stops reaching true potential , forces wish ! ?",3,0.136,0.000,0.000,1,0.000,0.000,0.000,0.091
want fear . tweet people afraid ?,3,0.086,0.000,0.000,0,0.000,0.143,0.143,0.286
eye appointment nearly years . wonder blind ?,3,0.099,0.000,0.125,0,0.125,0.125,0.000,0.000
esta semana vou ter 2 testes e para semana uma apresentação . e ainda esta semana recebo testes todos os dias !,3,0.272,0.000,0.045,0,0.000,0.000,0.000,0.000
ex quadruple hoe ! ! Sumbodi need gne stop playin w/ Lil scary . . . DA LOUDEST DOG N DA POUND TAIL TUCKED N ASS ! !,3,0.346,0.357,0.036,4,0.000,0.000,0.000,0.071
"Mum home . like waiting executed . know happen , .",3,0.136,0.000,0.000,1,0.182,0.091,0.091,0.091
"☁ "" INDECISION . . . Seedling F E R "" ~Napoleon Hill",3,0.160,0.308,0.000,3,0.000,0.000,0.000,0.000
hi berniebrocialists genders : lived swingish state w/o hesitation vote Clinton w/o ' supporting ',3,0.185,0.000,0.067,0,0.000,0.000,0.000,0.000
Marrying WOMAN fuck 50 % city,3,0.074,0.167,0.167,0,0.167,0.000,0.000,0.000
Standing train cos like sitting strangers,3,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
"Adjacent King , human .",3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.000
"miss geng-2 clan , bila la aku bole join korang ? :/",3,0.148,0.000,0.000,1,0.000,0.083,0.000,0.000
"know pop bottles cause bottle emotions , open .",3,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
ruined knee . injury .,3,0.062,0.000,0.000,0,0.000,0.400,0.400,0.400
Listen : body wise . arouses feelings fear release .,3,0.123,0.000,0.000,0,0.000,0.100,0.100,0.100
"heart shake , bend break . '",3,0.086,0.000,0.000,1,0.143,0.000,0.000,0.143
painful inhibits movement precisely time truth demands action .,3,0.111,0.000,0.000,0,0.000,0.111,0.000,0.111
shy,3,0.012,0.000,0.000,0,0.000,0.000,0.000,0.000
"start work tmrw y , nervous lol",3,0.086,0.000,0.143,0,0.000,0.000,0.000,0.143
La nana qui lit à voix haute son bouquin sur Direct 8 fait flipper .,3,0.185,0.000,0.067,0,0.000,0.000,0.000,0.000
shit . Christmas shopping .,3,0.062,0.000,0.200,0,0.200,0.000,0.200,0.000
"Wine drunk worst version ffs , remember seeing basshunter",3,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
Soon da city crab tryna pull u !,3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
scared day grow old day parents wo world,3,0.099,0.000,0.125,0,0.000,0.000,0.125,0.125
sitting underneath giant fucking moth knows long . Shoulda bolt room saw .,3,0.160,0.000,0.077,0,0.000,0.077,0.000,0.000
women Ooo . . . Imagine ur Female artiste decide giv u blowJob inside studio . . . u fit ask session money na . . Choiii,3,0.333,0.000,0.000,6,0.037,0.000,0.037,0.000
walking family members carry guns makes nervous family . . . .,3,0.148,0.000,0.000,3,0.167,0.000,0.083,0.167
love read ! hate read loud ! !,3,0.099,0.000,0.000,1,0.125,0.125,0.125,0.125
sh*t hit metaphorical fan,3,0.049,0.000,0.250,0,0.000,0.000,0.250,0.000
night watching airplanes ! cud enjoy getting enjoy watching fly sky,3,0.136,0.000,0.091,0,0.000,0.000,0.000,0.000
Hahahah horrific penalty bayer . 5 feet wide . Jesus,3,0.123,0.000,0.200,0,0.100,0.100,0.100,0.100
Sumtimes d fear jobless school gives creeps ! undergraduate,3,0.111,0.000,0.111,0,0.000,0.111,0.111,0.111
thought deal fire alarm today stepped Mesa fire drill 👀,3,0.123,0.000,0.200,0,0.000,0.000,0.000,0.300
edge slipping winning . . .,3,0.074,0.000,0.000,2,0.167,0.000,0.000,0.000
"missed night message , website ( www . foundatiocincy . com ) listen . found media tab .",3,0.222,0.000,0.056,0,0.000,0.056,0.000,0.000
getting comfortable single end lonely rest,3,0.074,0.000,0.000,0,0.167,0.167,0.000,0.000
com sede de milk shake,3,0.062,0.000,0.000,0,0.000,0.000,0.000,0.200
afraid . . bc u ai human w/o,3,0.099,0.000,0.000,1,0.000,0.000,0.000,0.125
Promise ment Special<33 hope break tho,3,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
going weirdest thank note -- worse -- total silence acknowledgement .,3,0.136,0.000,0.000,0,0.091,0.000,0.000,0.000
Life Wedding Ring,3,0.037,0.000,0.000,0,0.333,0.000,0.000,0.000
think hate loose hairs world,3,0.062,0.000,0.000,0,0.000,0.200,0.200,0.200
"watching Gshore series1 day . . . wanted loadsa tan , hit club pull lads life",3,0.198,0.000,0.062,2,0.000,0.000,0.062,0.000
"talk goes , faith talk come . fear normally comes . surprise , law sowing reaping .",3,0.210,0.000,0.000,0,0.118,0.059,0.059,0.059
think mild anxiety problem . think feeling . .,3,0.111,0.000,0.000,1,0.000,0.111,0.000,0.111
trying tuna fish sandwich,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Listen obey . Seth Godin,3,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
21 . 12 . 11 . . Askin Bout Symbolism thou,3,0.136,0.000,0.364,1,0.000,0.000,0.091,0.000
"Rojo terrible , team 😂 😂",3,0.074,0.000,0.500,0,0.000,0.167,0.167,0.167
happen single time guy tells likes . hurt . :/,3,0.123,0.000,0.000,1,0.100,0.100,0.100,0.100
gain confidence experience stop look face . ~ E Roosevelt,3,0.123,0.100,0.100,1,0.100,0.000,0.000,0.000
hope forever things . funny money change,3,0.086,0.000,0.000,0,0.286,0.000,0.000,0.000
want Canada rn 😭 awe,3,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
let striking way . -Babe Ruth,3,0.074,0.000,0.167,1,0.000,0.000,0.167,0.000
"avid photographer parties , determined shots",3,0.074,0.000,0.000,0,0.167,0.167,0.167,0.167
cure anxiety intimate relationship Christ . - 1 John 4:18,3,0.123,0.000,0.100,1,0.300,0.100,0.000,0.100
Radio shake mutli directional mike sound cheap sound bad mixing .,3,0.136,0.000,0.000,0,0.000,0.000,0.091,0.182
Cowboys ?,3,0.025,0.000,0.500,0,0.000,0.000,0.000,0.000
"feel dreadful , dreadful married colleague spent evening rubbing crotches men office .",3,0.160,0.000,0.077,0,0.077,0.154,0.154,0.154
hate people ' need talk need talk . ' anxiety immediately goes . . .,3,0.185,0.000,0.000,3,0.000,0.133,0.067,0.133
dream said retarded twitter got like 10000 retweets,3,0.099,0.000,0.125,0,0.250,0.125,0.125,0.000
❤ ︎I . . . ! scared ! Bees terrify .,3,0.136,0.091,0.000,3,0.000,0.000,0.091,0.182
Oh Twitter es terrible ! ! Los TT de hoy es de lo que estado hablando en todo el dia,3,0.247,0.050,0.100,1,0.000,0.050,0.050,0.050
mini war spider . won victim home,3,0.086,0.000,0.000,0,0.143,0.143,0.143,0.429
know women Saudi Arabia allowed drive vote ? country voted bucket(seat ) list .,3,0.173,0.000,0.071,0,0.000,0.000,0.000,0.000
scared small light green leafs bc look like nasty praying mantis bugs,3,0.148,0.000,0.000,0,0.083,0.000,0.167,0.083
Excited nervous Tuesday,3,0.037,0.000,0.333,0,0.333,0.000,0.000,0.333
like red headed male step - child ai come closet got black sheep pet .,3,0.185,0.000,0.000,0,0.067,0.000,0.000,0.000
Grim despair feeling - look self family . Hubby fought 20 + years country . worked 20 + years govt-- >,3,0.259,0.000,0.095,0,0.048,0.095,0.000,0.095
come understand Love dual hands / & cautious wandering Love ’s laundering,3,0.148,0.000,0.083,0,0.167,0.000,0.000,0.000
met employment specialist morning basically told unlikely job clearly anxiety,3,0.123,0.000,0.100,0,0.000,0.100,0.000,0.100
Words describe overwhelming sense relief check twitter loose followers whilst asleep,3,0.136,0.000,0.000,0,0.000,0.091,0.000,0.000
Damn dad wants talk tattoos found,3,0.074,0.000,0.000,0,0.000,0.000,0.167,0.000
live life half - lived . Spanish Proverb,3,0.099,0.000,0.250,0,0.000,0.000,0.000,0.000
hear factor air .,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
salty fire alarm 2 morning .,3,0.074,0.000,0.167,0,0.000,0.000,0.000,0.333
God hate hospitals ! Scare shit . help old lady Rachael appears getting rights .,3,0.185,0.000,0.067,0,0.067,0.067,0.200,0.133
"think scared future holds , wishing things",3,0.086,0.000,0.000,0,0.000,0.000,0.143,0.143
""" Fear deep mind allows . ' — Japanese Proverb",3,0.123,0.000,0.100,2,0.000,0.100,0.100,0.100
today terrible tonight end better Malik ❤ ️,3,0.099,0.000,0.375,1,0.000,0.125,0.125,0.125
"believe lies , look eyes- scared",3,0.074,0.000,0.000,0,0.000,0.167,0.167,0.167
high school football team called Moriarty .,3,0.086,0.000,0.143,0,0.000,0.000,0.000,0.000
Shit hit fan,3,0.037,0.000,0.000,0,0.000,0.000,0.667,0.000
. trust . . . wise . . . < ' 3 & today . . . Feeling,3,0.222,0.000,0.056,6,0.000,0.000,0.000,0.000
boyfriend gon na kill awesome driving,3,0.074,0.000,0.000,0,0.167,0.167,0.167,0.167
actual stranded ma dad maself n fuckin fire alarm went n dunno gaff building :),3,0.185,0.000,0.000,0,0.000,0.000,0.000,0.133
", family pork dinner tomorrow , al qaeda , listen talk insurrection anyways .",3,0.173,0.000,0.000,0,0.071,0.000,0.071,0.000
Ambulophobia - Fear walking . Kathisophobia - Fear sitting . Gymnophobia - Fear nudity . Caligynephobia - Fear beautiful women ! Lol,3,0.272,0.000,0.091,0,0.045,0.182,0.182,0.182
parking sensors manages reverse things ?,3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"thank concern , computer , misspelled , weird",3,0.099,0.000,0.000,0,0.125,0.000,0.000,0.000
"GOOD MORNING ! ! & Satan , wants stand God life .",3,0.148,0.167,0.000,1,0.167,0.000,0.083,0.000
Ai shaving til Jan 1 . . . . . bread,3,0.136,0.000,0.091,4,0.000,0.000,0.000,0.000
end & hear start,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
greatest fears life find way retrieve googled .,3,0.099,0.000,0.000,0,0.000,0.125,0.125,0.125
eater ? trend agree care eat ! food,3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.000
concern big FA(like Malik ) tell big potential FA steer clear franchise till Gus gone .,3,0.198,0.062,0.188,0,0.000,0.000,0.000,0.000
girlfriend refusing stop rest stop .,3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
' ' profound absolutely meaningless ' ',3,0.086,0.000,0.000,2,0.000,0.000,0.000,0.000
POP BOTTLES CUZ BOTTLE EMOTIONS ! . . . . scared,3,0.136,0.455,0.000,4,0.000,0.000,0.091,0.091
"temporary , regret permanent .",3,0.062,0.000,0.000,0,0.000,0.200,0.000,0.000
"believe lies , look eyes , scared",3,0.086,0.000,0.000,0,0.000,0.143,0.143,0.143
Thought left life meIt haunt girl loves,3,0.086,0.000,0.143,0,0.143,0.000,0.000,0.143
day college feeling nervous,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.250
folks r mean 2 . scare . scares ridiculous 2 suggest 2 pay music,3,0.173,0.000,0.214,0,0.071,0.071,0.214,0.143
large crowds manic football fans mascots,3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.167
Man Utd shambles horrific 😭 😭 😭,3,0.086,0.000,0.143,0,0.000,0.143,0.143,0.143
"decree declare authority life , Jesus , Amen .",3,0.111,0.000,0.111,0,0.111,0.000,0.000,0.000
"jet life , fuck life . . . . pop bottles cuz bottle emotions . . open",3,0.210,0.000,0.000,4,0.000,0.000,0.000,0.000
easy like difficult tell em ?,3,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
fear failure urge productive,3,0.049,0.000,0.000,0,0.000,0.500,0.250,0.500
remember Rooney wanted leave United fans threaten kill man bare junk . . . wanna regretting ? 😂 😂,3,0.235,0.000,0.211,2,0.000,0.105,0.105,0.105
"negative positive ! deters u wrong , embrace . deters u pursuin dreams , fuck !",3,0.198,0.000,0.000,0,0.188,0.062,0.000,0.000
"turning weak lack satisfy material needs , turn pen join "" right "" forces .",3,0.185,0.000,0.000,0,0.067,0.067,0.000,0.067
Ben Howard- sounds pretty good,3,0.062,0.000,0.200,0,0.200,0.000,0.000,0.000
"REAL . False Evidence Appearing Real < ---- 2 tellin . . . Fearless , got 2 , time ! ! ! Repeat . . .",3,0.321,0.038,0.077,6,0.000,0.000,0.000,0.000
friends hate bully,3,0.037,0.000,0.000,0,0.333,0.667,0.667,0.667
Watching Paranormal Activity : Ghost Dimension . sure feel .,3,0.123,0.000,0.100,0,0.000,0.000,0.000,0.100
funny day year dress costumes celebrate,3,0.074,0.000,0.167,0,0.167,0.000,0.000,0.000
America openly embracing racism .,3,0.062,0.000,0.200,0,0.200,0.000,0.000,0.000
scared look cuz m scared . . . m scared cuz m scared,3,0.160,0.000,0.000,3,0.000,0.000,0.308,0.308
inside . wo open i'l .,3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
wanna advantage UofW gym shy af .,3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
. . . doubt slips mind !,3,0.086,0.000,0.000,2,0.000,0.000,0.000,0.000
Thanks RT comments guys . Trying decide post set . let guys know,3,0.160,0.077,0.077,0,0.077,0.000,0.000,0.000
emotion weak heart,3,0.037,0.000,0.000,0,0.333,0.333,0.000,0.000
waste day busy . . . sure productive things want .,3,0.136,0.000,0.000,2,0.000,0.000,0.000,0.000
"shown kids mocked email Santa expressing concern moved "" Nice "" list behave .",3,0.173,0.000,0.143,0,0.143,0.000,0.000,0.000
toes chopped cutting knife slip bench .,3,0.086,0.000,0.000,0,0.000,0.000,0.000,0.000
""" DJ- Ger Schaeuble : Knows Happen Euro Fails "" < --- good confidence",3,0.173,0.071,0.071,0,0.143,0.071,0.000,0.071
Lack makes people meeting challenges . . . . ~Muhammad Ali,3,0.136,0.000,0.091,4,0.000,0.000,0.000,0.000
"calendar like , mad ? smh player NBA feel impact",3,0.123,0.100,0.100,0,0.100,0.100,0.100,0.100
Strictly avoid frightening ideas,3,0.049,0.000,0.000,0,0.000,0.250,0.000,0.250
"credit , gender - discriminate .",3,0.074,0.000,0.000,0,0.000,0.167,0.167,0.000
"terrified throws lit cigarette road , goes car",3,0.099,0.000,0.000,0,0.000,0.000,0.000,0.125
"Fatch , ma voisine de train utilise Matlab Ça pique les yeux ^^",3,0.160,0.000,0.154,0,0.000,0.000,0.000,0.000
greatest barrier success fear failure,3,0.062,0.000,0.000,0,0.200,0.400,0.200,0.400
awkward moment mark wahlberg stares angrily punches chest,3,0.099,0.000,0.000,0,0.000,0.000,0.125,0.125
David chases Gary woods snaps neck- crazy,3,0.086,0.000,0.286,0,0.000,0.000,0.143,0.286
"Knp selalu ngebayangin mimpi itu , . . . pleaseee God eliminate da dreams ma mind",3,0.198,0.000,0.062,3,0.125,0.062,0.000,0.062
arrive office day festival Internet,3,0.062,0.000,0.000,0,0.200,0.000,0.000,0.000
spies fruits big land giants . . . lord told land,3,0.136,0.000,0.000,2,0.000,0.000,0.000,0.000
"Looking old Facebook photos , noticed circa late spring 2009 , aka graduation , eyes bugged .",3,0.210,0.000,0.118,0,0.000,0.000,0.000,0.000
Great lost laser dignity village night,3,0.074,0.000,0.000,0,0.333,0.167,0.000,0.000
Hope instinct reasoning human mind kill . animal knew despair .,3,0.136,0.000,0.000,0,0.182,0.182,0.091,0.182
scariest American Horror Story . . . gon na watch daytime .,3,0.148,0.000,0.250,2,0.000,0.083,0.083,0.167
", little sentences smile face .",3,0.074,0.000,0.000,0,0.167,0.000,0.000,0.000
m honest m tired settle .,3,0.074,0.000,0.000,0,0.000,0.000,0.000,0.000
"End factor commercial says "" welcome America "" asked",3,0.111,0.000,0.111,0,0.111,0.000,0.000,0.000
"Expect death , Respect Reaper . .",3,0.086,0.000,0.000,1,0.143,0.143,0.143,0.143
time walk drain think gon na drop phone .,3,0.111,0.000,0.000,0,0.000,0.000,0.000,0.000
"Look eyes , nt scared . remember , feeling nt new .",3,0.148,0.000,0.000,0,0.000,0.000,0.083,0.083
decisions difficult . tho,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
"want - pay , watch system crash . create shareconomy .",3,0.136,0.000,0.000,0,0.000,0.091,0.000,0.091
Cool acronym FEAR = False Evidence Appearing Real .,3,0.111,0.111,0.000,0,0.000,0.111,0.111,0.111
Georgia Tech Secondary soft marshmallow .,3,0.074,0.000,0.167,0,0.000,0.000,0.000,0.000
past mistakes- similar terror pretty remarkable .,3,0.086,0.000,0.000,0,0.143,0.143,0.143,0.143
", end world week .",3,0.062,0.000,0.200,0,0.000,0.000,0.000,0.000
Tweeting sporadic wifi tube,3,0.049,0.000,0.000,0,0.000,0.000,0.000,0.000
Scared love 'cause scared leave . . . - Jazmine Sullivan,3,0.136,0.000,0.091,3,0.091,0.000,0.182,0.182
"Sounds like Donald Trump spent today making extra , extra sure frightened white , conservative , racist votes .",3,0.235,0.000,0.105,0,0.053,0.053,0.000,0.053
Seeing huge backpacks people fills anxiety,3,0.074,0.000,0.000,0,0.000,0.167,0.000,0.167
ai nt racist love races proud black u minority GOD,3,0.123,0.100,0.000,0,0.300,0.000,0.000,0.000
"like rules "" "" conduct background check . , "" "" hurt chances !",3,0.173,0.000,0.000,4,0.071,0.071,0.071,0.071
Jesus reality today times &,3,0.062,0.000,0.400,0,0.200,0.000,0.000,0.000
Hear evil . evil,3,0.049,0.000,0.000,0,0.000,0.500,0.500,0.500
Jesus Christ ! seagulls size small children !,3,0.099,0.000,0.125,0,0.250,0.000,0.000,0.000
Ffs dreadful defending,3,0.037,0.000,0.000,0,0.000,0.333,0.333,0.333
"addition fiction , wish luck research paper semester . 15 - 20 pages , oh boy .",3,0.210,0.000,0.059,0,0.000,0.000,0.000,0.000
"polished nails , find polish remover . look like 3yr old polished nails lol",3,0.173,0.000,0.000,0,0.071,0.000,0.000,0.000
think reason prevail election remember Hitler elected wholly ' reasonable ' society .,3,0.160,0.000,0.077,0,0.077,0.000,0.000,0.000
girl shaking drink break room fully closed yeah place including 😑 😑 😂,3,0.160,0.000,0.077,0,0.077,0.000,0.000,0.077
factor tomorrow !,3,0.037,0.000,0.333,0,0.000,0.000,0.000,0.000
Donnie trumpeter vapid vacant vile viper slithering landscape playing gears fearful afraid .,3,0.160,0.000,0.077,0,0.077,0.077,0.077,0.231
gotten hour sleep . . . Today going fun day 😐,3,0.136,0.000,0.182,2,0.091,0.000,0.000,0.000
allow control actions . overcome fear exactly thing afraid .,3,0.123,0.000,0.000,0,0.000,0.100,0.100,0.200
IDK got attacked type wild animal . . .,3,0.111,0.111,0.000,2,0.111,0.111,0.111,0.111
"Americans , , feeling borderline despair . Looking situation control .",3,0.136,0.000,0.091,1,0.000,0.091,0.000,0.091
honor Shawty Lo passing away Dey Know new alarm clock song wake right attitude everyday lol,3,0.198,0.000,0.062,0,0.062,0.000,0.000,0.062
False alarm // matoma Becky hill,3,0.074,0.000,0.167,0,0.000,0.000,0.000,0.167
F - false E - evidence - appearing R - real,3,0.136,0.273,0.000,0,0.000,0.000,0.000,0.000
Penny dreadful 3 temporada,3,0.049,0.000,0.500,0,0.000,0.250,0.250,0.250
feared messing good thing messed trying mess . . . smh,3,0.136,0.000,0.000,2,0.091,0.091,0.091,0.091
"years protected seed , time beautiful flower . ~S . C . Paul",3,0.160,0.154,0.077,2,0.077,0.000,0.000,0.000
"fear things think wish . . . fear hides wish . & MAMET , Edmond",3,0.185,0.067,0.133,2,0.000,0.133,0.133,0.200
goon rich pastor enters . shall bring harm doorstep -- Jesus,3,0.136,0.000,0.091,0,0.091,0.091,0.091,0.091
"people protesting corruption countries applauded . protesters , obviously hate freedom .",3,0.148,0.000,0.000,0,0.083,0.167,0.167,0.167
Oh crap . Saw cockroach kitchen . ignore ? T_T,3,0.123,0.100,0.100,0,0.000,0.000,0.000,0.000
"♏ afraid tomorrow , seen yesterday love today",3,0.099,0.000,0.375,0,0.125,0.000,0.000,0.125
people hit try shake talking hide communism,3,0.086,0.000,0.000,0,0.000,0.000,0.286,0.429
hate goodbyes . . . hope soon ! ! !,3,0.123,0.000,0.000,4,0.100,0.100,0.100,0.100
gain confidence experience stop look face . ~ E Roosevelt,3,0.123,0.100,0.100,1,0.100,0.000,0.000,0.000
"men comes battle , God shadow",3,0.074,0.000,0.000,0,0.167,0.167,0.167,0.167
"death unreliable . Instead zero ghastly hallucination , square root minus . Samuel Beckett",3,0.173,0.000,0.143,0,0.000,0.071,0.071,0.143
"walk valley shadow death , evil , . . .",3,0.123,0.000,0.000,3,0.000,0.200,0.200,0.200
sounds amazing . . find way watch product,3,0.099,0.000,0.000,1,0.125,0.000,0.000,0.000
